Price,total_area,url,beds,baths,garage,location,date
PKR 70000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-10-marla-upper-portion-for-rent-592171,3,3,1,G-14 Islamabad,March 22 2022
PKR 90000,1.2 Kanal Basement for Rent,https://www.graana.com/property/islamabad-g-14-1.2-kanal-basement-for-rent-592173,4,4,1,G-14 Islamabad,March 22 2022
PKR 1.4 lac,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-2-12-marla-upper-portion-for-rent-592000,3,3,1,I-8/2 Islamabad,March 22 2022
PKR 1.4 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-2-1-kanal-upper-portion-for-rent-592008,3,3,1,I-8/2 Islamabad,March 22 2022
PKR 2 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-i-8-4-1-kanal-house-for-rent-591962,4,4,2,I-8/4  Islamabad,March 22 2022
PKR 1.2 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-i-8-2-1-kanal-basement-for-rent-592012,3,3,0,I-8/2 Islamabad,March 22 2022
PKR 90000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-9-4-10-marla-lower-portion-for-rent-592014,3,3,1,G-9/4 Islamabad,March 22 2022
PKR 80000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-9-4-10-marla-upper-portion-for-rent-592011,2,2,1,G-9/4 Islamabad,March 22 2022
PKR 1.7 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-9-4-10-marla-house-for-rent-592007,5,6,2,G-9/4 Islamabad,March 22 2022
PKR 55000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-7-marla-upper-portion-for-rent-592159,3,3,1,G-13/1 Islamabad,March 22 2022
PKR 55000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-7-marla-lower-portion-for-rent-592161,2,3,1,G-13/1 Islamabad,March 22 2022
PKR 35000,3 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-8-2-3-marla-lower-portion-for-rent-592002,2,1,1,G-8/2 Islamabad,March 22 2022
PKR 55000,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-media-town-12-marla-lower-portion-for-rent-540548,3,3,1,Media Town Islamabad,March 21 2022
PKR 50000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-gulberg-greens-10-marla-upper-portion-for-rent-452346,2,2,1,Gulberg Greens Islamabad,March 21 2022
PKR 60000,1 Kanal Upper portion for Rent,https://www.graana.com/property/islamabad-korang-town-1-kanal-upper-portion-for-rent-500431,3,3,0,Korang Town Islamabad,March 21 2022
PKR 40000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-gulberg-greens-7-marla-lower-portion-for-rent-452351,2,2,1,Gulberg Greens Islamabad,March 21 2022
PKR 90000,10 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-1050-sqft-house-for-rent-591001,2,2,1,E-11 Islamabad,March 21 2022
PKR 14 lac,4 Kanal House for Rent,https://www.graana.com/property/islamabad-f-6-4-kanal-house-for-rent-599317,6,6,4,F-6 Islamabad,March 30 2022
PKR 25000,1618 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-17-1618-sqft-apartment-for-rent-598258,2,2,0,F-17 Islamabad,March 30 2022
PKR 22000,1612 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-17-1612-sqft-apartment-for-rent-598249,2,2,0,F-17 Islamabad,March 30 2022
PKR 30000,5 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-i-14-5-marla-upper-portion-for-rent-598626,2,2,1,I-14 Islamabad,March 30 2022
PKR 1.3 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-11-1-1-kanal-lower-portion-for-rent-598514,3,3,1,F-11/1 Islamabad,March 30 2022
PKR 1 lac,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-10-marla-upper-portion-for-rent-598522,3,3,1,F-11/2 Islamabad,March 30 2022
PKR 90000,8 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-8-marla-upper-portion-for-rent-598518,3,3,1,F-11/2 Islamabad,March 30 2022
PKR 3 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-11-2-1-kanal-house-for-rent-597294,5,7,2,F-11/2 Islamabad,March 29 2022
PKR 2 lac,16 Marla Basement for Rent,https://www.graana.com/property/islamabad-f-11-2-16-marla-basement-for-rent-597314,3,3,1,F-11/2 Islamabad,March 29 2022
PKR 1.5 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-f-11-2-1-kanal-basement-for-rent-597305,3,3,1,F-11/2 Islamabad,March 29 2022
PKR 75000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-3-7-marla-lower-portion-for-rent-591322,3,2,1,G-10/3 Islamabad,March 21 2022
PKR 1.2 lac,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-11-1-7-marla-house-for-rent-591330,4,3,1,G-11/1 Islamabad,March 21 2022
PKR 1.2 lac,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-4-7-marla-upper-portion-for-rent-591196,3,3,1,I-8/4  Islamabad,March 21 2022
PKR 1.2 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-2-500-sqyd-upper-portion-for-rent-591362,3,3,1,F-10/2 Islamabad,March 21 2022
PKR 50000,700 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1-700-sqft-apartment-for-rent-589319,2,2,1,E-11/1 Islamabad,March 21 2022
PKR 28000,4.5 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-4.5-marla-house-for-rent-589758,2,2,1,G-13 Islamabad,March 21 2022
PKR 90000,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-2-800-sqft-apartment-for-rent-589886,2,2,1,E-11/2 Islamabad,March 21 2022
PKR 65000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-d-12-10-marla-lower-portion-for-rent-590036,3,3,0,D-12 Islamabad,March 21 2022
PKR 1.1 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-d-12-1-kanal-lower-portion-for-rent-590037,3,3,1,D-12 Islamabad,March 21 2022
PKR 2.2 lac,600 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-markaz-600-sqyd-upper-portion-for-rent-590132,3,3,1,F-10 Markaz Islamabad,March 21 2022
PKR 1.2 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-4-1-kanal-upper-portion-for-rent-590480,3,3,1,I-8/4  Islamabad,March 21 2022
PKR 2.3 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-f-7-4-1-kanal-basement-for-rent-590627,2,2,1,F-7/4 Islamabad,March 21 2022
PKR 3.5 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-i-8-2-10-marla-house-for-rent-590474,5,5,1,I-8/2 Islamabad,March 21 2022
PKR 2.8 lac,2 Kanal House for Rent,https://www.graana.com/property/islamabad-bani-gala-2-kanal-house-for-rent-590489,6,6,2,Bani Gala Islamabad,March 21 2022
PKR 6 lac,5 Kanal Farm House for Rent,https://www.graana.com/property/islamabad-bani-gala-5-kanal-farm-house-for-rent-590560,8,8,3,Bani Gala Islamabad,March 21 2022
PKR 1.8 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-f-10-1-kanal-basement-for-rent-590638,2,2,1,F-10 Islamabad,March 21 2022
PKR 2 lac,2 Kanal House for Rent,https://www.graana.com/property/islamabad-bani-gala-2-kanal-house-for-rent-590496,7,7,4,Bani Gala Islamabad,March 21 2022
PKR 1.8 lac,1.5 Kanal House for Rent,https://www.graana.com/property/islamabad-bani-gala-1.5-kanal-house-for-rent-590487,6,6,0,Bani Gala Islamabad,March 21 2022
PKR 1 lac,4 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-1-4-marla-house-for-rent-590337,3,4,1,D-12/1 Islamabad,March 21 2022
PKR 75000,10 Marla House for Rent,https://www.graana.com/property/islamabad-b-17-10-marla-house-for-rent-590121,6,6,0,B-17 Islamabad,March 21 2022
PKR 3 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-1-kanal-upper-portion-for-rent-597298,6,6,1,F-11/2 Islamabad,March 29 2022
PKR 2 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-1-kanal-upper-portion-for-rent-597302,3,3,1,F-11/2 Islamabad,March 29 2022
PKR 3 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-e-7-1-kanal-house-for-rent-597921,4,4,3,E-7 Islamabad,March 29 2022
PKR 30000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-upper-portion-for-rent-597366,2,2,1,Jinnah Garden Phase 1 Islamabad,March 29 2022
PKR 35000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-lower-portion-for-rent-597359,3,3,1,Jinnah Garden Phase 1 Islamabad,March 29 2022
PKR 35000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-lower-portion-for-rent-597340,3,3,1,Jinnah Garden Phase 1 Islamabad,March 29 2022
PKR 55000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-lower-portion-for-rent-594170,2,2,1,G-13/2 Islamabad,March 28 2022
PKR 14 lac,2 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-2-kanal-house-for-rent-596210,4,5,3,F-7/1 Islamabad,March 28 2022
PKR 3 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-g-6-3-1-kanal-house-for-rent-596192,4,5,3,G-6/3 Islamabad,March 28 2022
PKR 95000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-1-kanal-upper-portion-for-rent-596159,3,4,1,G-14/4 Islamabad,March 28 2022
PKR 65000,7 Marla House for Rent,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-house-for-rent-590743,4,4,1,Jinnah Garden Phase 1 Islamabad,March 21 2022
PKR 85000,1300 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-1300-sqft-apartment-for-rent-586090,1,1,0,Bahria Town Phase 4 Islamabad,March 21 2022
PKR 45000,500 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-500-sqft-apartment-for-rent-586092,1,1,0,Bahria Town Phase 4 Islamabad,March 21 2022
PKR 90000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-3-10-marla-upper-portion-for-rent-534781,3,3,1,G-10/3 Islamabad,March 21 2022
PKR 1.3 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-g-11-3-1-kanal-lower-portion-for-rent-534779,3,3,2,G-11/3 Islamabad,March 21 2022
PKR 6 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-1-1-kanal-house-for-rent-534404,6,6,2,F-8/1 Islamabad,March 21 2022
PKR 4.3 lac,26 Marla House for Rent,https://www.graana.com/property/islamabad-f-8-1-26-marla-house-for-rent-534399,4,4,1,F-8/1 Islamabad,March 21 2022
PKR 2 lac,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-f-8-2-12-marla-lower-portion-for-rent-534395,3,3,2,F-8/2 Islamabad,March 21 2022
PKR 6 lac,2 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-40-marla-house-for-rent-534392,6,6,3,F-8/3 Islamabad,March 21 2022
PKR 7 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-4-20-marla-house-for-rent-534390,6,6,3,F-8/4 Islamabad,March 21 2022
PKR 10.5 lac,2000 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-8-4-2000-sqyd-house-for-rent-534388,6,6,3,F-8/4 Islamabad,March 21 2022
PKR 85000,3 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-3-marla-house-for-rent-534344,5,4,1,D-12/4 Islamabad,March 21 2022
PKR 90000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-i-8-4-14-marla-lower-portion-for-rent-534294,3,3,1,I-8/4  Islamabad,March 21 2022
PKR 70000,8 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-8-2-8-marla-lower-portion-for-rent-534293,2,2,1,G-8/2 Islamabad,March 21 2022
PKR 70000,8 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-8-2-8-marla-lower-portion-for-rent-534292,2,2,1,G-8/2 Islamabad,March 21 2022
PKR 1 lac,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-3-14-marla-upper-portion-for-rent-534289,3,3,1,G-10/3 Islamabad,March 21 2022
PKR 65000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-7-marla-lower-portion-for-rent-534286,2,2,1,G-10/4 Islamabad,March 21 2022
PKR 90000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-1-10-marla-lower-portion-for-rent-534285,3,3,1,G-10/1 Islamabad,March 21 2022
PKR 90000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-1-10-marla-lower-portion-for-rent-534284,3,3,1,G-10/1 Islamabad,March 21 2022
PKR 90000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-1-10-marla-lower-portion-for-rent-534283,3,3,1,G-10/1 Islamabad,March 21 2022
PKR 90000,1.2 Kanal Basement for Rent,https://www.graana.com/property/islamabad-g-14-4-1.2-kanal-basement-for-rent-596176,4,5,1,G-14/4 Islamabad,March 28 2022
PKR 2.5 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-6-1-1-kanal-lower-portion-for-rent-596197,3,3,2,F-6/1 Islamabad,March 28 2022
PKR 55000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-7-marla-lower-portion-for-rent-596147,2,3,1,G-13/1 Islamabad,March 28 2022
PKR 55000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-7-marla-upper-portion-for-rent-596139,3,3,0,G-13/1 Islamabad,March 28 2022
PKR 1.1 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-11-1-1-kanal-lower-portion-for-rent-535295,3,3,1,F-11/1 Islamabad,March 28 2022
PKR 90000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-10-marla-lower-portion-for-rent-535296,3,3,1,E-11/1 Islamabad,March 28 2022
PKR 65000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-11-2-7-marla-upper-portion-for-rent-534799,2,2,1,G-11/2 Islamabad,March 28 2022
PKR 60000,5 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-11-2-5-marla-upper-portion-for-rent-534798,2,2,0,G-11/2 Islamabad,March 28 2022
PKR 90000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-586801,3,3,0,DHA Phase 2 Islamabad,March 21 2022
PKR 18000,602 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-dha-phase-2-defence-residency-602-sqft-apartment-for-rent-574228,1,1,0,DHA Phase 2 Defence Residency Islamabad,March 19 2022
PKR 70000,1250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-11-1250-sqft-apartment-for-rent-587436,1,1,1,F-11 Islamabad,March 18 2022
PKR 30000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-lower-portion-for-rent-588827,2,2,1,E-11 Islamabad,March 18 2022
PKR 1 lac,4 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-4-marla-house-for-rent-587453,3,4,1,D-12/4 Islamabad,March 18 2022
PKR 1.5 lac,4 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-4-marla-house-for-rent-587445,6,7,1,D-12/4 Islamabad,March 18 2022
PKR 30000,4 Marla Basement for Rent,https://www.graana.com/property/islamabad-d-12-4-4-marla-basement-for-rent-587451,2,2,1,D-12/4 Islamabad,March 18 2022
PKR 65000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-587309,3,3,0,DHA Phase 2 Islamabad,March 18 2022
PKR 1.4 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-587305,6,8,0,DHA Phase 2 Islamabad,March 18 2022
PKR 90000,10 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-2-10-marla-house-for-rent-586705,5,6,1,Bahria Town Phase 2 Islamabad,March 18 2022
PKR 45000,860 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-860-sqft-apartment-for-rent-587470,1,1,0,Bahria Town Phase 4 Islamabad,March 18 2022
PKR 90000,1300 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-1300-sqft-apartment-for-rent-587485,2,2,0,Bahria Town Phase 4 Islamabad,March 18 2022
PKR 37000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-lower-portion-for-rent-587240,2,2,0,G-13 Islamabad,March 17 2022
PKR 70000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-lower-portion-for-rent-587237,3,3,1,G-13 Islamabad,March 17 2022
PKR 1.85 lac,1200 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1-1200-sqft-apartment-for-rent-586185,3,3,0,E-11/1 Islamabad,March 17 2022
PKR 55000,10 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-basement-for-rent-586188,3,3,1,G-13/4 Islamabad,March 17 2022
PKR 42000,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-g-10-2-1-kanal-basement-for-rent-586402,2,2,1,G-10/2 Islamabad,March 17 2022
PKR 3.1 lac,12 Marla House for Rent,https://www.graana.com/property/islamabad-i-8-12-marla-house-for-rent-587071,6,6,2,I-8 Islamabad,March 17 2022
PKR 1.6 lac,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-i-8-12-marla-lower-portion-for-rent-587080,3,3,1,I-8 Islamabad,March 17 2022
PKR 95000,10 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-town-10-marla-house-for-rent-587068,5,5,0,Bahria Town Islamabad,March 17 2022
PKR 1.4 lac,1350 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1350-sqft-apartment-for-rent-584869,3,3,1,E-11 Islamabad,March 16 2022
PKR 90000,3 Marla House for Rent,https://www.graana.com/property/islamabad-i-8-4-3-marla-house-for-rent-585751,3,2,1,I-8/4  Islamabad,March 16 2022
PKR 60000,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-6-marla-upper-portion-for-rent-534797,2,2,1,G-10/4 Islamabad,March 28 2022
PKR 75000,8 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-8-marla-upper-portion-for-rent-534796,2,2,1,F-11/2 Islamabad,March 28 2022
PKR 90000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-10-marla-upper-portion-for-rent-534795,3,3,1,F-11/2 Islamabad,March 28 2022
PKR 60000,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-6-marla-upper-portion-for-rent-534788,2,2,1,G-10/4 Islamabad,March 28 2022
PKR 1 lac,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-14-marla-upper-portion-for-rent-534785,3,3,1,G-10/4 Islamabad,March 28 2022
PKR 70000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-3-7-marla-lower-portion-for-rent-534783,2,2,1,G-10/3 Islamabad,March 28 2022
PKR 1.4 lac,1350 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1350-sqft-apartment-for-rent-584869,3,3,1,E-11 Islamabad,March 16 2022
PKR 90000,3 Marla House for Rent,https://www.graana.com/property/islamabad-i-8-4-3-marla-house-for-rent-585751,3,2,1,I-8/4  Islamabad,March 16 2022
PKR 4.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-585570,4,4,1,F-8/3 Islamabad,March 16 2022
PKR 2.8 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-1-1-kanal-upper-portion-for-rent-585243,3,3,1,F-8/1 Islamabad,March 16 2022
PKR 2.8 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-3-14-marla-house-for-rent-585218,4,4,2,E-11/3 Islamabad,March 16 2022
PKR 1.2 lac,6 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-1-6-marla-house-for-rent-585540,4,3,0,G-10/1 Islamabad,March 16 2022
PKR 65000,6 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-1-6-marla-lower-portion-for-rent-585533,2,2,1,G-10/1 Islamabad,March 16 2022
PKR 48000,6 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-10-4-6-marla-basement-for-rent-585530,2,2,1,G-10/4 Islamabad,March 16 2022
PKR 1.25 lac,6 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-4-6-marla-house-for-rent-585522,4,4,1,G-10/4 Islamabad,March 16 2022
PKR 95000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-14-marla-lower-portion-for-rent-585520,3,3,1,G-10/4 Islamabad,March 16 2022
PKR 60000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-585242,3,4,1,G-13/1 Islamabad,March 16 2022
PKR 58000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-7-marla-upper-portion-for-rent-585238,2,2,1,G-13/3 Islamabad,March 16 2022
PKR 90000,18 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-2-18-marla-basement-for-rent-585159,3,3,1,G-13/2 Islamabad,March 16 2022
PKR 75000,500 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-abu-dhabi-towers-500-sqft-apartment-for-rent-584843,1,1,1,Abu Dhabi Towers Islamabad,March 16 2022
PKR 3.94 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-7-1-kanal-house-for-rent-584786,3,3,3,E-7 Islamabad,March 15 2022
PKR 3.22 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-4-1-kanal-upper-portion-for-rent-584838,2,2,1,F-8/4 Islamabad,March 15 2022
PKR 6 lac,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-2-666-sqyd-house-for-rent-584841,5,5,2,F-7/2 Islamabad,March 15 2022
PKR 4.3 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-6-2-1-kanal-lower-portion-for-rent-584833,3,3,2,F-6/2 Islamabad,March 15 2022
PKR 45000,10 Marla Basement for Rent,https://www.graana.com/property/islamabad-e-11-4-10-marla-basement-for-rent-461815,3,3,2,E-11/4 Islamabad,March 15 2022
PKR 90000,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-basement-for-rent-468488,3,3,1,E-11 Islamabad,March 15 2022
PKR 70000,10 Marla Basement for rent,https://www.graana.com/property/islamabad-e-11-1-10-marla-basement-for-rent-473230,3,3,1,E-11/1 Islamabad,March 15 2022
PKR 1.1 lac,4500 Sqft Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-4500-sqft-lower-portion-for-rent-464760,3,3,2,E-11 Islamabad,March 15 2022
PKR 70000,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-12-marla-lower-portion-for-rent-426618,3,3,1,E-11 Islamabad,March 15 2022
PKR 1.2 lac,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-4-7-marla-lower-portion-for-rent-427593,2,2,1,E-11/4 Islamabad,March 15 2022
PKR 70000,10 Marla Basement for rent,https://www.graana.com/property/islamabad-e-11-1-10-marla-basement-for-rent-473230,3,3,1,E-11/1 Islamabad,March 15 2022
PKR 1.1 lac,4500 Sqft Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-4500-sqft-lower-portion-for-rent-464760,3,3,2,E-11 Islamabad,March 15 2022
PKR 70000,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-12-marla-lower-portion-for-rent-426618,3,3,1,E-11 Islamabad,March 15 2022
PKR 1.2 lac,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-4-7-marla-lower-portion-for-rent-427593,2,2,1,E-11/4 Islamabad,March 15 2022
PKR 1.4 lac,2.2 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-2-500-sqft-house-for-rent-460929,3,3,1,E-11/2 Islamabad,March 15 2022
PKR 30000,10 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-house-for-rent-483009,2,2,1,E-11 Islamabad,March 15 2022
PKR 60000,1050 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1050-sqft-apartment-for-rent-479292,2,2,1,E-11 Islamabad,March 15 2022
PKR 65000,850 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-850-sqft-apartment-for-rent-480080,1,1,1,E-11 Islamabad,March 15 2022
PKR 42000,1250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1250-sqft-apartment-for-rent-483552,2,2,1,E-11 Islamabad,March 15 2022
PKR 75000,1300 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-g-11-1300-sqft-apartment-for-rent-583451,2,2,1,G-11 Islamabad,March 14 2022
PKR 90000,1700 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-g-11-3-1700-sqft-apartment-for-rent-583455,3,2,1,G-11/3 Islamabad,March 14 2022
PKR 2.68 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-6-1-1-kanal-house-for-rent-583735,3,3,2,F-6/1 Islamabad,March 14 2022
PKR 1.35 lac,8 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-8-marla-house-for-rent-582280,5,5,0,G-13 Islamabad,March 14 2022
PKR 85000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-583290,3,3,0,DHA Phase 2 Islamabad,March 14 2022
PKR 1.8 lac,1 Kanal House for Sale,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-583003,3,3,1,DHA Phase 2 Islamabad,March 14 2022
PKR 35000,850 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-dha-phase-2-850-sqft-apartment-for-rent-583047,2,2,1,DHA Phase 2 Islamabad,March 14 2022
PKR 1.2 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-583009,3,3,1,DHA Phase 2 Islamabad,March 14 2022
PKR 5.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-583247,4,4,2,F-8/3 Islamabad,March 14 2022
PKR 4 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-f-8-1-1-kanal-basement-for-rent-583257,4,4,1,F-8/1 Islamabad,March 14 2022
PKR 2.5 lac,666 Sqyd Basement for Rent,https://www.graana.com/property/islamabad-f-7-1-666-sqyd-basement-for-rent-583239,3,3,1,F-7/1 Islamabad,March 14 2022
