,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
8797,https://www.zameen.com/Property/f_11_f_11_1_4_beds_beautiful_upper_portion_in_f11-16488850-3282-4.html,Upper Portion,100000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",4,1.3 Kanal,26.0,7078.53,4
8798,https://www.zameen.com/Property/g_15_g_15_3_upper_portion_for_rent-16489283-3350-4.html,Upper Portion,45000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",4,12 Marla,12.0,3267.01,4
8799,https://www.zameen.com/Property/g_16_g_16_3_upper_portion_with_mumty_for_rent-16490214-9850-4.html,Upper Portion,50000,G-16,Islamabad,"G-16, Islamabad, Islamabad Capital",5,1 Kanal,20.0,5445.02,6
8800,https://www.zameen.com/Property/g_11_g_11_3_1_kanal_upper_portion_for_rent_original_pictures-16492036-3332-4.html,Upper Portion,75000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",4,1 Kanal,20.0,5445.02,3
8801,https://www.zameen.com/Property/islamabad_ghauri_town_7_marla_first_floor_available_for_rent_in_phase_5_ghauri_town_islamabad-16492070-1314-4.html,Upper Portion,20000,Ghauri Town,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",3,5 Marla,5.0,1361.25,2
8802,https://www.zameen.com/Property/i_10_i_10_2_marble_floor_upper_floor_for_rent-16493619-3421-4.html,Upper Portion,35000,I-10,Islamabad,"I-10, Islamabad, Islamabad Capital",3,6.7 Marla,6.7,1824.08,3
8803,https://www.zameen.com/Property/islamabad_f_11_f_11_brand_new_three_bed_portion_for_rent-16494696-163-4.html,Upper Portion,110000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,1.3 Kanal,26.0,7078.53,3
8804,https://www.zameen.com/Property/f_7_f_7_2_upper_portion_is_available_for_rent_located_at_vip_location_of_islamabad_f_7_2-16496091-3308-4.html,Upper Portion,130000,F-7,Islamabad,"F-7, Islamabad, Islamabad Capital",4,1 Kanal,20.0,5445.02,4
8805,https://www.zameen.com/Property/i_10_i_10_1_upper_floor_for_rent-16496899-3420-4.html,Upper Portion,30000,I-10,Islamabad,"I-10, Islamabad, Islamabad Capital",2,6.7 Marla,6.7,1824.08,3
8806,https://www.zameen.com/Property/i_10_i_10_4_a_beautifully_built_portion_at_good_location-16500278-3423-4.html,Upper Portion,35000,I-10,Islamabad,"I-10, Islamabad, Islamabad Capital",2,5 Marla,5.0,1361.25,2
