,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
23374,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946444-8313-1.html,Flat,5517000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,1
23375,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946445-8313-1.html,Flat,3536000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,1.8 Marla,1.8,490.05,0
23376,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946446-8313-1.html,Flat,9900000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,4.9 Marla,4.9,1334.03,0
23377,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946459-8313-1.html,Flat,5517000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,1
23378,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946460-8313-1.html,Flat,3536000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,1.8 Marla,1.8,490.05,0
23379,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946461-8313-1.html,Flat,9900000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,4.9 Marla,4.9,1334.03,0
23380,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946555-8313-1.html,Flat,5517000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,1
23381,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946556-8313-1.html,Flat,3536000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,1.8 Marla,1.8,490.05,0
23382,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale_in_gulberg_mall-16946557-8313-1.html,Flat,9900000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,4.9 Marla,4.9,1334.03,0
23384,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_book_your_dream_apartment_today_best_time_to_invest_your_savings-16947119-11633-1.html,Flat,5250000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",1,3.1 Marla,3.1,843.98,1
23386,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_best_time_to_invest_your_savings_book_your_dream_apartment_today-16947155-11633-1.html,Flat,8872000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
23387,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_hurry_up_book_your_luxury_apartment_nowbest_time_to_invest_your_savings-16947314-11633-1.html,Flat,17700000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",3,10.5 Marla,10.5,2858.64,3
23389,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_book_your_dream_apartment_today_best_time_to_invest_your_savings-16947405-11633-1.html,Flat,19200000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",4,11.4 Marla,11.4,3103.66,4
23390,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_best_time_to_invest_your_savings_hurry_up_book_your_luxury_apartment_now-16947523-11633-1.html,Flat,5250000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",1,3.1 Marla,3.1,843.98,1
23391,https://www.zameen.com/Property/islamabad_highway_the_palm_residential_apartments_book_your_dream_apartment_todaybest_time_to_invest_your_savings-16947616-11633-1.html,Flat,5513000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",1,3.3 Marla,3.3,898.43,1
23419,https://www.zameen.com/Property/islamabad_b_17_studio_flat_for_sale_b17_main_road-16951429-616-1.html,Flat,1500000,B-17,Islamabad,"B-17, Islamabad, Islamabad Capital",1,13.2 Marla,13.2,3593.71,1
23422,https://www.zameen.com/Property/islamabad_soan_garden_flats_is_available_for_sale-16951941-338-1.html,Flat,4000000,Soan Garden,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,3
23437,https://www.zameen.com/Property/i_14_i_14_3_flat_is_available_for_rent-16942490-8342-4.html,Flat,15000,I-14,Islamabad,"I-14, Islamabad, Islamabad Capital",0,4 Marla,4.0,1089.0,2
23479,https://www.zameen.com/Property/i_8_i_8_markaz_1st_floor_studio_apartment_available_for_rent_in_i_8_markaz_islamabad-16948928-3445-4.html,Flat,38000,I-8,Islamabad,"I-8, Islamabad, Islamabad Capital",0,1.9 Marla,1.9,517.28,0
23481,https://www.zameen.com/Property/islamabad_g_11_g_11_beautiful_fully_furnished_ground_floor_2_bed_t_v_lounge_kitchen_parking_gated_security-16949401-168-4.html,Flat,60000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
23485,https://www.zameen.com/Property/g_15_g_15_markaz_flate_avalable_for_rent_in_g15_markaz-16950194-3352-4.html,Flat,15000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",2,2.9 Marla,2.9,789.53,2
23495,https://www.zameen.com/Property/f_8_the_centaurus_centaurus_furnished_apartment_available_for_rent-16951064-8349-4.html,Flat,250000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",2,9.3 Marla,9.3,2531.93,2
23501,https://www.zameen.com/Property/islamabad_f_11_flat_is_available_for_sale-16952575-163-1.html,Flat,7000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,2.9 Marla,2.9,789.53,0
23508,https://www.zameen.com/Property/e_11_e_11_4_flat_is_available_for_sale-16953560-3241-1.html,Flat,8000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,5.3 Marla,5.3,1442.93,2
23509,https://www.zameen.com/Property/g_11_g_11_4_flat_is_available_for_sale-16953568-3333-1.html,Flat,7000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",0,3.1 Marla,3.1,843.98,2
23553,https://www.zameen.com/Property/islamabad_f_11_flat_is_available_for_rent-16952572-163-4.html,Flat,33000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,3.1 Marla,3.1,843.98,0
23557,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953370-163-4.html,Flat,35000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,3.8 Marla,3.8,1034.55,0
23558,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953372-163-4.html,Flat,70000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12.4 Marla,12.4,3375.91,3
23559,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953375-163-4.html,Flat,60000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,12.4 Marla,12.4,3375.91,2
23560,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953379-163-4.html,Flat,80000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,7.3 Marla,7.3,1987.43,3
23561,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953386-163-4.html,Flat,65000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23562,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953388-163-4.html,Flat,50000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23563,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953399-163-4.html,Flat,60000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23564,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953400-163-4.html,Flat,75000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
23565,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953401-163-4.html,Flat,120000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",4,10 Marla,10.0,2722.51,4
23566,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953405-163-4.html,Flat,60000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,7.3 Marla,7.3,1987.43,3
23567,https://www.zameen.com/Property/islamabad_e_11_well_built_apartment_available_in_good_location-16953407-329-4.html,Flat,18000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2.4 Marla,2.4,653.4,0
23568,https://www.zameen.com/Property/islamabad_e_11_well_built_apartment_available_in_good_location-16953411-329-4.html,Flat,50000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23569,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953414-163-4.html,Flat,75000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
23570,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953416-163-4.html,Flat,45000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23571,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953417-163-4.html,Flat,60000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.8 Marla,7.8,2123.56,2
23572,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953418-163-4.html,Flat,85000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
23573,https://www.zameen.com/Property/islamabad_f_11_well_built_apartment_available_in_good_location-16953422-163-4.html,Flat,45000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,7.3 Marla,7.3,1987.43,2
23574,https://www.zameen.com/Property/islamabad_f_11_the_best_apartment_for_living_purpose-16953423-163-4.html,Flat,50000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,8 Marla,8.0,2178.01,3
23575,https://www.zameen.com/Property/islamabad_e_11_well_built_apartment_available_in_good_location-16953424-329-4.html,Flat,60000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,8 Marla,8.0,2178.01,2
23576,https://www.zameen.com/Property/islamabad_e_11_the_best_apartment_for_living_purpose-16953427-329-4.html,Flat,60000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,8 Marla,8.0,2178.01,2
23577,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_3_bed_apartment_for_rent_in_askari_tower_1_dha_islamabad-16954516-10663-4.html,Flat,50000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,11.8 Marla,11.8,3212.56,3
23622,https://www.zameen.com/Property/g_14_g_14_4_flat_is_available_for_sale-16959927-3346-1.html,Flat,2500000,G-14,Islamabad,"G-14, Islamabad, Islamabad Capital",0,1 Marla,1.0,272.25,0
23623,https://www.zameen.com/Property/d_12_d_12_1_flat_is_available_for_sale-16959928-3154-1.html,Flat,5000000,D-12,Islamabad,"D-12, Islamabad, Islamabad Capital",0,14.2 Marla,14.2,3865.96,3
23626,https://www.zameen.com/Property/gulberg_gulberg_residencia_2_bed_apartment_available_3_years_easy_installment_plan_in_gulberg_residencia_islamabad-16960319-8319-1.html,Flat,6052000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",2,3.6 Marla,3.6,980.1,2
23630,https://www.zameen.com/Property/g_10_g_10_2_ground_floor_flat-16960702-3325-1.html,Flat,6500000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
23631,https://www.zameen.com/Property/g_11_g_11_1_g_11_4__flat_housing_foundation_e_type_3rd_700_sq_feet-16961063-3330-1.html,Flat,5000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,3.1 Marla,3.1,843.98,2
23632,https://www.zameen.com/Property/islamabad_f_10_apartment_is_available_for_sale_in_al_mustafa_tower-16961380-162-1.html,Flat,12500000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",0,9.3 Marla,9.3,2531.93,3
23633,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_sale_in_tariq_heights-16961381-163-1.html,Flat,16000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",0,12 Marla,12.0,3267.01,3
23639,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_a_4th_floor_apartments_for_sale_on_installments-16961704-11970-1.html,Flat,5813000,Bahria Town,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",2,3.4 Marla,3.4,925.65,1
23648,https://www.zameen.com/Property/islamabad_9th_avenue_i81_corner_flat_1230_5_min_far_to_metro_station-16964286-3105-1.html,Flat,7500000,9th Avenue,Islamabad,"9th Avenue, Islamabad, Islamabad Capital",2,5.5 Marla,5.5,1497.38,2
23651,https://www.zameen.com/Property/islamabad_i_8_corner_flat_1230_sqft_near_5_min_far_to_metro_station-16964763-174-1.html,Flat,7500000,I-8,Islamabad,"I-8, Islamabad, Islamabad Capital",2,5.5 Marla,5.5,1497.38,2
23668,https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_mall_and_residency_flats_are_avilable-16966576-8312-1.html,Flat,8500000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",0,4.4 Marla,4.4,1197.9,0
23702,https://www.zameen.com/Property/islamabad_e_11_apartment_is_available_for_rent-16959929-329-4.html,Flat,50000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",4,8.9 Marla,8.9,2423.03,4
23710,https://www.zameen.com/Property/e_11_e_11_2_studio_flat_for_rent_in_royal_apartments-16960201-3233-4.html,Flat,25000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2.2 Marla,2.2,598.95,1
23711,https://www.zameen.com/Property/islamabad_e_11_e_11_fully_furnished_flat_for_rent-16960273-329-4.html,Flat,80000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",4,8 Marla,8.0,2178.01,4
23715,https://www.zameen.com/Property/islamabad_f_6_fully_furnished_anexy_apartment_is_available_for_rent-16960465-164-4.html,Flat,35000,F-6,Islamabad,"F-6, Islamabad, Islamabad Capital",1,2.7 Marla,2.7,735.08,1
23773,https://www.zameen.com/Property/i_8_i_8_markaz_1st_floor_11x38_sq__ft_studio_apartment_available_for_rent_in_i_8_markaz_islamabad-16963007-3445-4.html,Flat,65000,I-8,Islamabad,"I-8, Islamabad, Islamabad Capital",0,1.9 Marla,1.9,517.28,0
23782,https://www.zameen.com/Property/f_10_silver_oaks_apartments_three_bedroom_compact_apartment_1750sqft_furnished_for_rent_in_silver_oaks_apartments_f10_islamabad-16963368-11308-4.html,Flat,150000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
23787,https://www.zameen.com/Property/f_10_f_10_markaz_flat_for_rent-16963460-3280-4.html,Flat,40000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",0,3 Marla,3.0,816.75,0
23789,https://www.zameen.com/Property/f_10_silver_oaks_apartments_three_bedroom_spacious_apartment_2100sqft_furnished_for_rent_in_silver_oaks_apartments_f10_islamabad-16963497-11308-4.html,Flat,180000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",3,9.3 Marla,9.3,2531.93,3
23795,https://www.zameen.com/Property/f_10_silver_oaks_apartments_three_bedroom_duplex_apartment_2400sqft_unfurnished_for_rent_in_silver_oaks_apartments_f10_islamabad-16963748-11308-4.html,Flat,120000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",3,10.7 Marla,10.7,2913.09,3
23812,https://www.zameen.com/Property/f_10_silver_oaks_apartments_four_bedroom_duplex_apartment_3750sqft_unfurnished_for_rent_in_silver_oaks_apartments_f10_islamabad-16964650-11308-4.html,Flat,250000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",4,16.7 Marla,16.7,4546.59,4
23815,https://www.zameen.com/Property/g_15_jammu_kashmir_housing_society_appartment_for_rent_1_bed_room-16964937-3353-4.html,Flat,22500,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",1,3.2 Marla,3.2,871.2,1
23843,https://www.zameen.com/Property/f_11_f_11_markaz_flat_for_sale_in_islamabad_f_11_markaz-16967633-3286-1.html,Flat,27000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12 Marla,12.0,3267.01,3
23844,https://www.zameen.com/Property/g_15_g_15_markaz_golden_opportunity_to_buy_very_cheapest_flat-16967821-3352-1.html,Flat,2000000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",2,3.2 Marla,3.2,871.2,2
23845,https://www.zameen.com/Property/islamabad_f_11_flat_for_sale_in_islamabad_f_11_markaz-16967862-163-1.html,Flat,76000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12 Marla,12.0,3267.01,3
23867,https://www.zameen.com/Property/gulberg_greens_gulberg_trade_centre_a_beautiful_2_bed_apartment_on_prime_location_of_gulberg_green-16970672-9530-1.html,Flat,7500000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",2,3.6 Marla,3.6,980.1,2
23876,https://www.zameen.com/Property/f_11_f_11_markaz_nice_location_new_apartments_studio__investor_price_for_sale_f11_markaz-16972438-3286-1.html,Flat,8500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,5.6 Marla,5.6,1524.61,1
23881,https://www.zameen.com/Property/g_10_g_10_2_ground_floor_pha_flat_brand_new_g_10-16972784-3325-1.html,Flat,7000000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
23883,https://www.zameen.com/Property/dha_defence_phase_2_zameen_ace_mall_1_bed_apartment_on_4_years_easy_installments-16973101-13623-1.html,Flat,5808000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",1,4.3 Marla,4.3,1170.68,1
23884,https://www.zameen.com/Property/dha_defence_phase_2_zameen_ace_mall_2_beds_apartment_on_4_years_easy_installments-16973234-13623-1.html,Flat,8984000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,6.1 Marla,6.1,1660.73,2
23887,https://www.zameen.com/Property/dha_defence_phase_2_zameen_ace_mall_3_beds_apartment_on_4_years_easy_installments-16973651-13623-1.html,Flat,12000000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,7.6 Marla,7.6,2069.11,3
23889,https://www.zameen.com/Property/islamabad_d_17_1_bedroom_apartment_for_sale-16973749-737-1.html,Flat,1800000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",1,2 Marla,2.0,544.5,1
23892,https://www.zameen.com/Property/f_11_f_11_markaz_abu_dahbi_tower_fully_furnished_apartment_is_available_for_sale-16974175-3286-1.html,Flat,9500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
23893,https://www.zameen.com/Property/f_11_f_11_markaz_golden_heights_furnished_renovated_apartment_available_for_sale-16974177-3286-1.html,Flat,16000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,10.7 Marla,10.7,2913.09,3
23909,https://www.zameen.com/Property/islamabad_f_11_luxury_outclass_front_facing_3_bedrooms_with_servant_quarter_available_for_rent_f11_markaz-16967523-163-4.html,Flat,70000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12.7 Marla,12.7,3457.59,3
23917,https://www.zameen.com/Property/i_9_i_9_markaz_flat_for_rent_for_office_and_bachelor-16968534-3451-4.html,Flat,23000,I-9,Islamabad,"I-9, Islamabad, Islamabad Capital",0,1.1 Marla,1.1,299.48,0
23919,https://www.zameen.com/Property/islamabad_e_11_e11_1400sft_3beds_flat_tvl_kitchen-16968908-329-4.html,Flat,40000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,6.2 Marla,6.2,1687.96,3
23936,https://www.zameen.com/Property/islamabad_f_11_1_bed_studio_furnished_apartment_abu_dahbi_tower_f11_for_rent-16970858-163-4.html,Flat,45000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,2.2 Marla,2.2,598.95,1
23940,https://www.zameen.com/Property/islamabad_e_11_one_bed_apartment_for_rent-16971815-329-4.html,Flat,25000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2 Marla,2.0,544.5,1
23944,https://www.zameen.com/Property/islamabad_e_11_2_bed_apartment_for_rent-16972099-329-4.html,Flat,32000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,3.3 Marla,3.3,898.43,2
23945,https://www.zameen.com/Property/islamabad_e_11_furnished_one_bed_apartment_for_rent-16972256-329-4.html,Flat,35000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2 Marla,2.0,544.5,1
