,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
4155,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4156,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4157,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4158,14000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4159,15500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4160,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4166,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4167,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4168,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4169,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4170,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4171,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4172,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4173,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4176,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4177,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4178,10800000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4179,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4180,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4181,47000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4182,21500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4183,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4184,12000000,Bahria Town Rawalpindi,3,3,2178,2,2,1
4185,33000000,Bahria Town Rawalpindi,6,5,3947,2,2,1
4186,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4187,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4188,11000000,Bahria Town Rawalpindi,3,4,1361,2,2,1
4189,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4190,14600000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4191,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4192,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4193,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4198,47000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4199,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4200,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4201,14000000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4208,9500000,Bahria Town Rawalpindi,3,3,1633,2,2,1
4209,45500000,Bahria Town Rawalpindi,7,8,5445,2,2,1
4220,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4221,42500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4222,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4223,15000000,Bahria Town Rawalpindi,6,6,1905,2,2,1
4225,4500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4226,16500000,Bahria Town Rawalpindi,6,5,2178,2,2,1
4227,21000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4229,21000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4230,12000000,Bahria Town Rawalpindi,4,3,1524,2,2,1
4231,14500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4232,11000000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4233,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4234,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4235,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4236,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4237,10800000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4238,10800000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4239,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4240,9400000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4241,23500000,Bahria Town Rawalpindi,5,5,2994,2,2,1
4242,22500000,Bahria Town Rawalpindi,7,7,2722,2,2,1
4243,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4244,20000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4245,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4247,13500000,Bahria Town Rawalpindi,4,3,1905,2,2,1
4248,16000000,Bahria Town Rawalpindi,4,5,2178,2,2,1
4249,47000000,Bahria Town Rawalpindi,7,6,5989,2,2,1
4250,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4252,6500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4259,6700000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4261,19900000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4262,14000000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4263,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4264,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4265,5500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4266,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4267,10800000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4268,18500000,Bahria Town Rawalpindi,3,3,2722,2,2,1
4270,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4272,47500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4275,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4277,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4278,20000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4280,15500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4283,46500000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4284,21000000,Bahria Town Rawalpindi,3,3,3267,2,2,1
4285,23000000,Bahria Town Rawalpindi,3,3,3267,2,2,1
4288,47000000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4289,21000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4290,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4291,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4292,9000000,Bahria Town Rawalpindi,3,2,1361,2,2,1
4293,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4295,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4296,29000000,Bahria Town Rawalpindi,6,5,3811,2,2,1
4297,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4298,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4299,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4300,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4301,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4302,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4303,22500000,Bahria Town Rawalpindi,6,6,2722,2,2,1
4305,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4306,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4307,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4309,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4311,40000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4314,15500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4315,20500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4316,23500000,Bahria Town Rawalpindi,7,6,2722,2,2,1
4317,47000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4318,25000000,Bahria Town Rawalpindi,6,5,2994,2,2,1
4319,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4320,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4321,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4322,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4323,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4324,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4325,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4326,41000000,Bahria Town Rawalpindi,8,7,5445,2,2,1
4328,10500000,Bahria Town Rawalpindi,3,3,2178,2,2,1
4331,10000000,Bahria Town Rawalpindi,4,3,1633,2,2,1
4334,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4335,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4336,15500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4338,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4339,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4340,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4341,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4346,14000000,Bahria Town Rawalpindi,5,5,1987,2,2,1
4348,40000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4350,11000000,Bahria Town Rawalpindi,5,4,1361,2,2,1
4352,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4353,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4354,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4355,21000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4357,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4358,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4359,16000000,Bahria Town Rawalpindi,5,5,2178,2,2,1
4360,9200000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4361,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4363,6200000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4365,5800000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4368,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4369,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4370,11500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4371,10000000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4373,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4374,15000000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4375,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4376,14500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4377,2300000,Bahria Town Rawalpindi,2,2,952,1,1,0
4384,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4386,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4387,13500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4388,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4390,8500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4391,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4392,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4393,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4394,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4395,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4396,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4397,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4398,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4399,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4400,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4401,14700000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4402,16200000,Bahria Town Rawalpindi,6,5,1987,2,2,1
4403,14000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4404,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4411,5500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4412,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4423,18000000,Bahria Town Rawalpindi,6,5,2178,2,2,1
4424,11000000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4425,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4426,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4430,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4431,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4433,22000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4434,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4435,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4436,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4437,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4438,10800000,Bahria Town Rawalpindi,5,4,1361,2,2,1
4439,15000000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4441,46500000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4442,45000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4444,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4445,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4446,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4447,29000000,Bahria Town Rawalpindi,6,5,3811,2,2,1
4448,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4449,11500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4450,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4451,10800000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4452,11500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4454,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4456,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4457,23900000,Bahria Town Rawalpindi,6,5,2994,2,2,1
4458,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4459,10300000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4460,9800000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4461,15500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4462,47000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4463,8500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4465,23000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4466,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4467,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4468,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4469,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4470,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4471,10000000,Bahria Town Rawalpindi,5,4,1361,2,2,1
4477,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4480,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4492,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4493,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4503,20000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4504,47000000,Bahria Town Rawalpindi,7,6,5989,2,2,1
4505,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4506,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4507,14000000,Bahria Town Rawalpindi,3,3,1905,2,2,1
4508,21000000,Bahria Town Rawalpindi,4,5,2722,2,2,1
4509,19800000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4510,8800000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4511,9200000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4512,26900000,Bahria Town Rawalpindi,6,5,3811,2,2,1
4514,23000000,Bahria Town Rawalpindi,4,3,2722,2,2,1
4516,5900000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4517,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4518,8500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4519,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4521,9800000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4522,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4523,14500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4524,28500000,Bahria Town Rawalpindi,5,4,3811,2,2,1
4525,15000000,Bahria Town Rawalpindi,6,5,1987,2,2,1
4528,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4532,44000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4533,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4534,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4535,9800000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4536,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4537,13500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4538,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4541,22500000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4543,14500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4545,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4546,28000000,Bahria Town Rawalpindi,6,5,3539,2,2,1
4548,10000000,Bahria Town Rawalpindi,3,3,2178,2,2,1
4555,41000000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4557,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4559,21000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4561,23000000,Bahria Town Rawalpindi,6,6,2722,2,2,1
4562,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4563,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4566,45000000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4567,41000000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4570,14500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4571,13500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4572,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4574,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4576,16500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4585,20000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4586,23500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4587,23000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4588,23000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4593,9800000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4599,32500000,Bahria Town Rawalpindi,7,6,4356,2,2,1
4600,47500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4606,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4609,17000000,Bahria Town Rawalpindi,3,2,2722,2,2,1
4611,14000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4612,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4613,16000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4614,20000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4616,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4617,25000000,Bahria Town Rawalpindi,6,5,3539,2,2,1
4619,9200000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4620,10500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4621,26000000,Bahria Town Rawalpindi,5,4,2994,2,2,1
4623,9200000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4624,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4627,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4628,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4629,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4630,10400000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4631,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4633,20500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4634,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4635,16500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4636,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4637,10400000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4638,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4639,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4640,15500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4642,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4643,15000000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4646,6100000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4648,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4649,14000000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4650,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4651,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4653,22500000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4655,5800000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4656,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4657,26900000,Bahria Town Rawalpindi,6,5,3811,2,2,1
4658,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4660,22000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4662,14000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4663,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4664,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4668,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4669,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4670,15000000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4673,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4674,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4675,22500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4676,22000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4677,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4678,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4679,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4680,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4681,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4682,44000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4684,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4685,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4690,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4691,14500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4693,14500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4696,24000000,Bahria Town Rawalpindi,6,5,2967,2,2,1
4698,8500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4701,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4705,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4707,37000000,Bahria Town Rawalpindi,6,5,4628,2,2,1
4708,16000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4709,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4715,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4718,14500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4719,19500000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4720,23000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4721,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4722,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4723,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4724,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4726,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4727,46500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4728,47000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4729,47000000,Bahria Town Rawalpindi,6,5,5989,2,2,1
4731,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4734,41000000,Bahria Town Rawalpindi,6,6,5445,2,2,1
4735,12000000,Bahria Town Rawalpindi,3,3,2178,2,2,1
4736,41000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4738,47000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4739,23000000,Bahria Town Rawalpindi,4,3,2994,2,2,1
4740,6100000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4743,8500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4744,20000000,Bahria Town Rawalpindi,4,4,2722,2,2,1
4745,16500000,Bahria Town Rawalpindi,5,5,2178,2,2,1
4746,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4747,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4748,44000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
4749,14600000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4751,22500000,Bahria Town Rawalpindi,6,6,2722,2,2,1
4752,10500000,Bahria Town Rawalpindi,4,5,1361,2,2,1
4753,9500000,Bahria Town Rawalpindi,3,3,1905,2,2,1
4754,13500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4755,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4757,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4758,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4759,14500000,Bahria Town Rawalpindi,3,3,1905,2,2,1
4763,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4764,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4765,22000000,Bahria Town Rawalpindi,4,3,2722,2,2,1
4768,13500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4769,8500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4770,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4771,10000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4772,15000000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4773,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4775,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4789,14500000,Bahria Town Rawalpindi,6,6,1905,2,2,1
4791,9500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4792,21000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4794,22500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4795,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4797,22000000,Bahria Town Rawalpindi,6,6,2722,2,2,1
4802,15000000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4803,19500000,Bahria Town Rawalpindi,4,5,2722,2,2,1
4804,14500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4805,5800000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4806,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4807,23000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4808,27000000,Bahria Town Rawalpindi,6,5,3539,2,2,1
4810,10600000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4812,10500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4814,12000000,Bahria Town Rawalpindi,3,3,1905,2,2,1
4816,13500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4817,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4818,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4819,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4820,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4821,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4822,10500000,Bahria Town Rawalpindi,6,5,1361,2,2,1
4823,42500000,Bahria Town Rawalpindi,5,5,5989,2,2,1
4824,14500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4825,23000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4828,15500000,Bahria Town Rawalpindi,5,4,1905,2,2,1
4829,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4830,28000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4831,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4832,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
