,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
17956,18000000,Soan Garden,6,5,2722,2,2,1
17957,20000000,Soan Garden,5,4,3811,2,2,1
17960,13000000,Soan Garden,6,5,1878,2,2,1
17961,12500000,Soan Garden,4,4,1878,2,2,1
17963,15500000,Soan Garden,6,5,2450,2,2,1
17964,15000000,Soan Garden,5,4,2178,2,2,1
17966,37000000,Soan Garden,6,6,5445,2,2,1
17967,37000000,Soan Garden,6,6,5445,2,2,1
17971,11500000,Soan Garden,2,2,2967,2,2,1
17974,16500000,Soan Garden,5,5,2450,2,2,1
17977,11500000,Soan Garden,3,4,1633,2,2,1
17980,13500000,Soan Garden,5,5,1824,2,2,1
17981,7800000,Soan Garden,4,3,1361,2,2,1
17982,12000000,Soan Garden,4,4,1633,2,2,1
17984,12500000,Soan Garden,5,5,1905,2,2,1
17988,15000000,Soan Garden,2,2,2722,2,2,1
17991,20000000,Soan Garden,5,4,3811,2,2,1
17992,9000000,Soan Garden,4,4,1633,2,2,1
17993,11000000,Soan Garden,4,4,1633,2,2,1
17996,22500000,Soan Garden,6,6,3267,2,2,1
17999,14000000,Soan Garden,6,5,1824,2,2,1
18000,13500000,Soan Garden,5,5,1824,2,2,1
18001,9000000,Soan Garden,3,2,1633,2,2,1
18002,10500000,Soan Garden,3,3,1905,2,2,1
18005,11500000,Soan Garden,5,4,1905,2,2,1
18008,14000000,Soan Garden,5,5,1824,2,2,1
18012,12200000,Soan Garden,5,5,1633,2,2,1
18013,10500000,Soan Garden,2,2,2722,2,2,1
18015,17000000,Soan Garden,6,5,2722,2,2,1
18017,14000000,Soan Garden,5,4,2178,2,2,1
18018,12000000,Soan Garden,5,5,1633,2,2,1
18019,7500000,Soan Garden,2,2,1633,2,2,1
18020,8500000,Soan Garden,2,2,1633,2,2,1
18022,14500000,Soan Garden,6,5,2178,2,2,1
18023,13500000,Soan Garden,5,5,1905,2,2,1
18024,12200000,Soan Garden,5,4,1633,2,2,1
18025,11500000,Soan Garden,3,3,1633,2,2,1
18026,14500000,Soan Garden,5,5,1905,2,2,1
18027,14000000,Soan Garden,5,4,1905,2,2,1
18028,8000000,Soan Garden,4,4,1361,2,2,1
18029,12000000,Soan Garden,6,5,1633,2,2,1
18030,14500000,Soan Garden,5,5,2178,2,2,1
18033,14500000,Soan Garden,6,5,2178,2,2,1
18034,14000000,Soan Garden,6,5,1905,2,2,1
18036,10000000,Soan Garden,5,4,1905,2,2,1
18037,6500000,Soan Garden,2,2,1361,2,2,1
18038,12000000,Soan Garden,5,5,1633,2,2,1
18039,17000000,Soan Garden,6,5,2722,2,2,1
18041,14000000,Soan Garden,5,4,2178,2,2,1
18042,8500000,Soan Garden,2,2,1633,2,2,1
18048,14000000,Soan Garden,5,5,1905,2,2,1
18049,9500000,Soan Garden,4,4,1905,2,2,1
18050,10500000,Soan Garden,5,4,1361,2,2,1
18051,12000000,Soan Garden,5,4,1633,2,2,1
18053,8500000,Soan Garden,3,2,1633,2,2,1
18054,12000000,Soan Garden,2,2,2722,2,2,1
18056,14500000,Soan Garden,5,5,2178,2,2,1
18057,14500000,Soan Garden,5,5,2178,2,2,1
18058,14000000,Soan Garden,5,5,2178,2,2,1
18060,12000000,Soan Garden,6,5,1633,2,2,1
18061,14000000,Soan Garden,5,4,2178,2,2,1
18062,11500000,Soan Garden,5,4,2178,2,2,1
18063,14500000,Soan Garden,6,5,2178,2,2,1
18065,12000000,Soan Garden,5,4,1824,2,2,1
18068,10000000,Soan Garden,4,4,1633,2,2,1
18073,10500000,Soan Garden,4,3,1633,2,2,1
18074,14500000,Soan Garden,4,4,2178,2,2,1
18075,6000000,Soan Garden,2,2,1089,1,2,0
18080,14500000,Soan Garden,5,4,1905,2,2,1
18082,15000000,Soan Garden,5,5,2178,2,2,1
18083,12500000,Soan Garden,5,4,1633,2,2,1
18085,9500000,Soan Garden,3,3,1824,2,2,1
18086,7200000,Soan Garden,3,2,1361,2,2,1
18089,13500000,Soan Garden,5,5,1824,2,2,1
18090,8100000,Soan Garden,3,2,1633,2,2,1
18091,3300000,Soan Garden,2,2,1197,1,2,0
18096,15000000,Soan Garden,4,4,2722,2,2,1
18097,14500000,Soan Garden,4,5,2178,2,2,1
18098,7600000,Soan Garden,2,2,1824,2,2,1
18099,17000000,Soan Garden,6,5,2722,2,2,1
18101,8000000,Soan Garden,2,2,1633,2,2,1
18102,11500000,Soan Garden,6,5,1633,2,2,1
18104,13900000,Soan Garden,4,5,1905,2,2,1
18105,12000000,Soan Garden,4,4,1633,2,2,1
18108,11000000,Soan Garden,4,4,1633,2,2,1
18109,20500000,Soan Garden,5,4,2722,2,2,1
18110,8000000,Soan Garden,4,4,1633,2,2,1
18111,11500000,Soan Garden,4,4,1633,2,2,1
18113,10500000,Soan Garden,5,4,2178,2,2,1
18114,13000000,Soan Garden,5,4,2041,2,2,1
18118,8500000,Soan Garden,3,2,1633,2,2,1
18120,8000000,Soan Garden,2,2,1633,2,2,1
18127,10500000,Soan Garden,4,4,1361,2,2,1
18128,10500000,Soan Garden,4,4,1361,2,2,1
18129,11000000,Soan Garden,5,4,1905,2,2,1
18130,13500000,Soan Garden,6,5,2069,2,2,1
18132,19500000,Soan Garden,5,5,2531,2,2,1
18133,9500000,Soan Garden,3,3,1824,2,2,1
18134,15500000,Soan Garden,4,4,2531,2,2,1
18135,14000000,Soan Garden,6,5,1905,2,2,1
18137,14000000,Soan Garden,4,4,1905,2,2,1
18138,15000000,Soan Garden,6,5,2178,2,2,1
18140,11800000,Soan Garden,4,4,1633,2,2,1
18144,11800000,Soan Garden,3,4,2178,2,2,1
18153,13500000,Soan Garden,6,5,1769,2,2,1
18154,6000000,Soan Garden,2,2,1225,1,2,0
18155,12500000,Soan Garden,4,4,1633,2,2,1
18156,6300000,Soan Garden,3,2,1089,1,2,0
18157,7000000,Soan Garden,2,2,1361,2,2,1
18162,17000000,Soan Garden,5,4,2450,2,2,1
18163,5900000,Soan Garden,2,2,1361,2,2,1
18165,9000000,Soan Garden,3,2,1633,2,2,1
18167,14500000,Soan Garden,4,4,2749,2,2,1
18173,10500000,Soan Garden,4,4,1361,2,2,1
18174,10500000,Soan Garden,4,4,1361,2,2,1
18176,14500000,Soan Garden,4,4,2178,2,2,1
18177,7500000,Soan Garden,2,2,1361,2,2,1
18179,14700000,Soan Garden,4,4,1905,2,2,1
18180,9000000,Soan Garden,4,4,1633,2,2,1
18181,25000000,other,5,5,10890,2,2,1
18182,4500000,other,3,3,1361,2,2,1
18183,5500000,other,3,3,1633,2,2,1
18184,6000000,other,3,2,2722,2,2,1
18185,4700000,other,2,2,1633,2,2,1
18186,2700000,other,3,3,952,1,1,0
18187,14000000,Swan Garden,3,3,3403,2,2,1
18188,11000000,Swan Garden,5,5,2178,2,2,1
18189,7500000,Swan Garden,3,3,1361,2,2,1
18190,12500000,Swan Garden,4,4,1633,2,2,1
18191,11500000,Swan Garden,5,4,1633,2,2,1
18192,16500000,Swan Garden,7,6,2722,2,2,1
18193,25000000,Swan Garden,6,6,5445,2,2,1
18194,13000000,Swan Garden,4,4,1905,2,2,1
18195,12300000,Swan Garden,3,3,2994,2,2,1
18196,16500000,Swan Garden,6,6,2178,2,2,1
18197,11500000,Swan Garden,4,4,1633,2,2,1
18199,3800000,Taramrri,5,4,816,1,1,0
18200,3600000,Taramrri,3,3,680,1,1,0
18201,4500000,Taramrri,3,2,1361,2,2,1
18202,7900000,Taramrri,4,4,1361,2,2,1
18203,8500000,Taramrri,6,6,1633,2,2,1
18204,6000000,Taramrri,2,3,1361,2,2,1
18205,3500000,Taramrri,2,3,871,1,1,0
18206,3600000,Taramrri,2,2,1089,1,2,0
18207,8000000,Taramrri,3,4,1497,2,2,1
