,Price,House_location,baths,beds,area
1210,5000000,DHA Defence,3,2,1334
1211,6800000,DHA Defence,4,3,1824
1212,5000000,DHA Defence,3,2,1334
1213,2750000,DHA Defence,1,1,735
1214,16500000,DHA Defence,3,3,3212
1215,5100000,DHA Defence,3,2,1334
1216,4000000,DHA Defence,2,2,980
1217,7500000,DHA Defence,3,3,1824
1218,4600000,DHA Defence,1,1,1170
1219,4750000,DHA Defence,1,1,1170
1220,9100000,DHA Defence,2,2,1851
1221,17000000,DHA Defence,4,3,3512
1222,18500000,DHA Defence,4,3,3512
1223,3700000,DHA Defence,2,2,980
1224,7800000,DHA Defence,2,2,2150
1225,5100000,DHA Defence,3,3,1334
1226,4800000,DHA Defence,1,1,1170
1227,2800000,DHA Defence,1,1,735
1228,6600000,DHA Defence,2,2,1715
1229,5200000,DHA Defence,2,2,1334
1230,3650000,DHA Defence,2,2,980
1231,3800000,DHA Defence,2,2,980
1232,19000000,DHA Defence,3,3,3539
1233,12000000,DHA Defence,4,3,3566
1234,6500000,DHA Defence,3,3,1824
1235,4700000,DHA Defence,3,3,1388
1236,5200000,DHA Defence,3,2,1334
1237,4600000,DHA Defence,1,1,1170
1238,4600000,DHA Defence,1,1,1170
1239,4000000,DHA Defence,2,2,980
1240,4000000,DHA Defence,2,2,980
1241,7000000,DHA Defence,4,3,1824
1242,2500000,DHA Defence,1,1,735
1243,4600000,DHA Defence,2,2,980
1244,3625000,DHA Defence,2,2,980
1245,3700000,DHA Defence,2,2,980
1246,5000000,DHA Defence,3,2,1334
1247,5000000,DHA Defence,3,2,1334
1248,6800000,DHA Defence,4,3,1824
1249,2650000,DHA Defence,1,1,735
1250,2450000,DHA Defence,1,1,735
1251,5700000,DHA Defence,3,2,1633
1252,16500000,DHA Defence,3,3,3103
1253,4000000,DHA Defence,2,2,980
1254,6200000,DHA Defence,3,3,1633
1255,2600000,DHA Defence,1,1,735
1256,12000000,DHA Defence,4,3,3539
1257,3564000,DHA Defence,1,1,952
1258,3650000,DHA Defence,2,2,980
1259,2500000,DHA Defence,1,1,735
1260,2400000,DHA Defence,1,1,762
1261,4700000,DHA Defence,1,1,1170
1262,2500000,DHA Defence,1,1,735
1263,4600000,DHA Defence,1,1,1170
1264,3500000,DHA Defence,1,1,1034
1265,3200000,DHA Defence,2,2,980
1266,4800000,DHA Defence,1,1,1170
1267,7300000,DHA Defence,4,3,1824
1268,3700000,DHA Defence,2,2,980
1269,7600000,DHA Defence,3,3,1824
1270,2850000,DHA Defence,1,1,735
1271,4600000,DHA Defence,1,1,1143
1272,7600000,DHA Defence,3,3,1824
1273,4000000,DHA Defence,2,2,980
1274,4500000,DHA Defence,1,1,1170
1275,6800000,DHA Defence,2,2,1715
1276,13000000,DHA Defence,4,3,3539
1277,5000000,DHA Defence,3,2,1334
1278,2850000,DHA Defence,1,1,735
1279,4000000,DHA Defence,2,2,1061
1280,13000000,DHA Defence,4,3,3512
1281,7000000,DHA Defence,4,3,1824
1282,3300000,DHA Defence,1,1,816
1283,2500000,DHA Defence,1,1,735
1284,3700000,DHA Defence,2,2,980
1285,5000000,DHA Defence,3,2,1334
1286,6800000,DHA Defence,4,3,1824
1287,4500000,DHA Defence,1,1,1170
1288,6600000,DHA Defence,2,2,1715
1289,7000000,DHA Defence,2,2,1715
1290,3750000,DHA Defence,2,2,980
1291,7100000,DHA Defence,2,2,1851
1292,11500000,DHA Defence,3,3,2477
1293,4700000,DHA Defence,1,1,1170
1294,4700000,DHA Defence,1,1,1170
1295,4600000,DHA Defence,1,1,1170
1296,7500000,DHA Defence,2,2,1851
1297,13000000,DHA Defence,4,3,2423
1298,7600000,DHA Defence,4,3,1824
1299,11500000,DHA Defence,3,3,2477
1300,4000000,DHA Defence,2,2,980
1301,7200000,DHA Defence,2,2,1851
1302,2400000,DHA Defence,1,1,735
1303,4500000,DHA Defence,1,1,1170
1304,15000000,DHA Defence,3,3,3158
1305,3200000,DHA Defence,2,2,980
1306,4900000,DHA Defence,1,1,1170
1307,3500000,DHA Defence,2,2,843
1308,5500000,DHA Defence,3,2,1633
1309,2800000,DHA Defence,1,1,735
1310,3600000,DHA Defence,1,1,1034
1311,7200000,DHA Defence,2,2,1715
1312,5808000,DHA Defence,1,1,1170
1313,3900000,DHA Defence,2,2,980
1314,3800000,DHA Defence,1,1,1061
1315,3200000,DHA Defence,2,2,980
1316,2800000,DHA Defence,1,1,735
1317,2800000,DHA Defence,1,1,735
1318,12500000,DHA Defence,3,3,2477
1319,3900000,DHA Defence,2,2,980
1320,5100000,DHA Defence,3,2,1334
1321,4900000,DHA Defence,2,2,1143
1322,2550000,DHA Defence,1,1,735
1323,18500000,DHA Defence,4,4,3593
1324,17000000,DHA Defence,4,3,3158
1325,7300000,DHA Defence,3,3,1824
1326,6900000,DHA Defence,2,2,1851
1327,3750000,DHA Defence,2,2,980
1328,3750000,DHA Defence,2,2,980
1329,3800000,DHA Defence,2,2,980
1330,8000000,DHA Defence,2,2,1851
1331,3550000,DHA Defence,2,2,980
1332,3550000,DHA Defence,2,2,980
1333,4200000,DHA Defence,2,2,980
1334,3800000,DHA Defence,2,2,980
1335,2800000,DHA Defence,1,1,735
1336,1830000,DHA Defence,1,1,435
1337,4000000,DHA Defence,2,2,980
1338,3353000,DHA Defence,1,1,816
1339,7800000,DHA Defence,3,3,2150
1340,10500000,DHA Defence,3,3,2477
1341,3700000,DHA Defence,2,2,980
1342,6600000,DHA Defence,4,4,1824
1343,4100000,DHA Defence,2,2,980
1344,6000000,DHA Defence,1,1,1170
1345,4500000,DHA Defence,2,1,952
1346,3550000,DHA Defence,2,2,980
1347,4100000,DHA Defence,1,1,952
1348,8000000,DHA Defence,3,3,2150
1349,3600000,DHA Defence,2,2,980
1350,3600000,DHA Defence,2,2,980
1351,5300000,DHA Defence,2,2,1089
1352,3700000,DHA Defence,2,2,980
1353,3850000,DHA Defence,2,2,980
1354,3600000,DHA Defence,2,2,980
1355,4564000,DHA Defence,1,1,952
1356,2550000,DHA Defence,1,1,735
1357,11500000,DHA Defence,3,3,2477
1358,3520000,DHA Defence,1,1,816
1359,5808000,DHA Defence,1,1,1170
1360,7500000,DHA Defence,2,2,1851
1361,2700000,DHA Defence,1,1,735
1362,3700000,DHA Defence,2,2,980
1363,3700000,DHA Defence,2,2,980
1364,2450000,DHA Defence,1,1,735
1365,7500000,DHA Defence,2,2,1851
1366,15500000,DHA Defence,3,3,3212
1367,2550000,DHA Defence,1,1,735
1368,2700000,DHA Defence,1,1,735
1369,7500000,DHA Defence,3,2,2150
1370,9500000,DHA Defence,3,3,2368
1371,3900000,DHA Defence,2,2,980
1372,3800000,DHA Defence,2,2,980
1373,6600000,DHA Defence,2,2,1769
1374,6200000,DHA Defence,1,1,1170
1375,3900000,DHA Defence,2,2,980
1376,5808000,DHA Defence,1,1,1170
1377,3800000,DHA Defence,2,2,980
1378,6600000,DHA Defence,2,2,1715
1379,5200000,DHA Defence,3,2,1334
1380,4000000,DHA Defence,2,2,980
1381,2900000,DHA Defence,1,1,735
1382,9500000,DHA Defence,3,3,2477
1383,4720000,DHA Defence,2,2,1143
1384,4500000,DHA Defence,1,1,1089
1385,8000000,DHA Defence,3,3,1633
1386,3700000,DHA Defence,2,2,980
1387,4000000,DHA Defence,2,2,980
1388,3800000,DHA Defence,2,2,816
1389,3700000,DHA Defence,2,2,980
1390,12000000,DHA Defence,3,3,2477
1391,3700000,DHA Defence,2,2,980
1392,16500000,DHA Defence,3,3,3212
1393,7800000,DHA Defence,3,2,2150
1394,13000000,DHA Defence,4,3,3539
1395,3700000,DHA Defence,2,2,980
1396,2700000,DHA Defence,1,1,762
1397,3800000,DHA Defence,2,2,980
1398,3900000,DHA Defence,2,2,980
1399,5808000,DHA Defence,1,1,1170
1400,4000000,DHA Defence,2,2,980
1401,4000000,DHA Defence,2,2,980
1402,4000000,DHA Defence,2,2,980
1403,4000000,DHA Defence,2,2,980
1404,7600000,DHA Defence,4,3,1824
1405,4700000,DHA Defence,1,1,1170
1406,5200000,DHA Defence,3,2,1334
1407,12000000,DHA Defence,3,3,2477
1408,8000000,DHA Defence,3,3,2150
1409,7500000,DHA Defence,2,2,1851
1410,4000000,DHA Defence,2,2,980
1411,5000000,DHA Defence,1,1,1143
1412,3700000,DHA Defence,2,2,980
1413,2800000,DHA Defence,1,1,789
1414,35000000,Diplomatic Enclave,3,3,1932
1415,48000000,Diplomatic Enclave,2,2,2123
1416,47000000,Diplomatic Enclave,2,3,2286
1417,48000000,Diplomatic Enclave,2,3,3021
1418,33000000,Diplomatic Enclave,3,2,2178
1419,46000000,Diplomatic Enclave,2,2,2423
1420,43000000,Diplomatic Enclave,2,2,1824
1421,10000000,Diplomatic Enclave,1,1,544
1422,62500000,Diplomatic Enclave,4,3,3158
1423,25000000,Diplomatic Enclave,3,3,2123
1424,10500000,Diplomatic Enclave,1,1,598
1425,25500000,Diplomatic Enclave,2,2,2178
1426,36000000,Diplomatic Enclave,3,2,2123
1427,29000000,Diplomatic Enclave,2,2,1742
1428,12500000,Diplomatic Enclave,1,1,598
1429,9500000,Diplomatic Enclave,1,1,544
1430,49000000,Diplomatic Enclave,3,2,2586
1431,11000000,Diplomatic Enclave,1,1,490
1432,50000000,Diplomatic Enclave,2,2,2423
1433,45000000,Diplomatic Enclave,2,2,1824
1434,55000000,Diplomatic Enclave,2,2,2314
1435,50000000,Diplomatic Enclave,4,4,3620
1436,30000000,Diplomatic Enclave,1,1,871
1437,64000000,Diplomatic Enclave,2,2,1932
1438,45000000,Diplomatic Enclave,3,3,3267
1439,37000000,Diplomatic Enclave,2,2,2069
1440,29000000,Diplomatic Enclave,2,2,2178
1441,21000000,Diplomatic Enclave,2,2,1932
1442,23000000,Diplomatic Enclave,3,3,2178
1443,23500000,Diplomatic Enclave,3,3,2178
1444,35000000,Diplomatic Enclave,2,2,1769
1445,35000000,Diplomatic Enclave,3,3,2259
1446,38000000,Diplomatic Enclave,2,2,2069
1447,10500000,Diplomatic Enclave,1,1,490
1448,9500000,Diplomatic Enclave,1,1,544
1449,42500000,Diplomatic Enclave,3,3,3648
1450,30000000,Diplomatic Enclave,3,2,1524
1451,11000000,Diplomatic Enclave,1,1,653
1452,8000000,Diplomatic Enclave,1,1,598
1453,55000000,Diplomatic Enclave,3,2,2178
1454,11500000,Diplomatic Enclave,1,1,571
1455,38000000,Diplomatic Enclave,2,2,2069
1456,50000000,Diplomatic Enclave,3,4,3620
1457,40000000,Diplomatic Enclave,2,2,1905
1458,8000000,Diplomatic Enclave,1,1,490
1459,24000000,Diplomatic Enclave,2,2,2232
1460,20000000,Diplomatic Enclave,3,2,2069
1461,25000000,Diplomatic Enclave,2,2,2232
1462,22500000,Diplomatic Enclave,3,3,2776
1463,6900000,E-11,3,3,1524
1464,7800000,E-11,2,2,1687
1465,3600000,E-11,1,1,843
1466,5000000,E-11,2,2,1089
1467,6300000,E-11,3,3,1442
1468,5000000,E-11,2,2,1089
1469,3600000,E-11,1,1,843
1470,4800000,E-11,2,2,1089
1471,9900000,E-11,3,3,2069
1472,5800000,E-11,2,2,1116
1473,4500000,E-11,2,2,1279
1474,4900000,E-11,2,2,898
1475,2800000,E-11,1,1,462
1476,8000000,E-11,3,3,2286
1478,4000000,E-11,1,1,735
1479,6000000,E-11,3,3,1252
1480,5500000,E-11,1,1,789
1481,12100000,E-11,4,4,2668
1482,13500000,E-11,2,2,1932
1483,17500000,E-11,3,3,2286
1484,8000000,E-11,2,2,1579
1485,8150000,E-11,3,3,1824
1486,11500000,E-11,3,3,2069
1487,7500000,E-11,3,3,1089
1488,13500000,E-11,2,2,1932
1489,8700000,E-11,3,3,1306
1490,8500000,E-11,3,3,2069
1491,7500000,E-11,2,2,1252
1492,12000000,E-11,3,3,2776
1493,12000000,E-11,2,2,2613
1494,11000000,E-11,4,4,1497
1495,5500000,E-11,2,2,1551
1496,15000000,E-11,3,3,2776
1497,6800000,E-11,2,2,1415
1498,9000000,E-11,2,2,1524
1499,4500000,E-11,1,1,735
1500,10000000,E-11,4,4,2913
1501,11100000,E-11,3,3,2069
1502,7500000,E-11,2,2,1388
1503,4500000,E-11,1,1,680
1504,16500000,E-11,3,3,2286
1505,10000000,E-11,3,3,1361
1506,8000000,E-11,1,1,1034
1507,5400000,E-11,1,1,1034
1508,7500000,E-11,2,2,1089
1509,9500000,E-11,3,3,1334
1510,9000000,E-11,2,2,1442
1511,23000000,E-11,4,4,3267
1512,6000000,E-11,2,2,1089
1513,4000000,E-11,1,1,898
1514,14500000,E-11,4,3,2613
1515,7000000,E-11,3,2,1089
1516,6800000,E-11,1,1,980
1517,5400000,E-11,1,1,1034
1518,6000000,E-11,2,2,871
1519,10000000,E-11,3,3,2776
1520,16000000,E-11,3,3,2286
1521,10000000,E-11,3,3,2613
1522,7600000,E-11,2,2,1279
1523,7500000,E-11,3,3,1306
1524,9000000,E-11,3,3,2069
1525,6500000,E-11,2,2,980
1526,8500000,E-11,2,2,1089
1527,2800000,E-11,1,1,462
1528,11500000,E-11,3,3,1987
1529,7000000,E-11,2,2,1442
1530,12000000,E-11,3,3,2123
1531,7000000,E-11,2,2,898
1532,11500000,E-11,3,3,2069
1533,4500000,E-11,1,1,980
1534,7500000,E-11,2,2,1089
1535,5200000,E-11,2,2,843
1536,7000000,E-11,2,2,1334
1537,5850000,E-11,1,1,843
1538,6550000,E-11,2,2,1143
1539,5600000,E-11,1,1,843
1540,6000000,E-11,1,1,980
1541,8000000,E-11,3,3,1932
1542,4400000,E-11,2,2,1089
1543,13500000,E-11,3,3,1769
1544,7500000,E-11,2,2,1579
1545,6700000,E-11,3,3,1361
1546,7500000,E-11,3,3,1388
1547,13000000,E-11,3,3,1987
1548,4300000,E-11,2,2,898
1549,5500000,E-11,1,1,1089
1550,8500000,E-11,2,2,1279
1551,4300000,E-11,2,2,898
1552,7500000,E-11,2,2,1442
1553,5200000,E-11,1,1,789
1554,6500000,E-11,1,1,1197
1555,7000000,E-11,2,2,1089
1556,7200000,E-11,2,2,2069
1557,12500000,E-11,3,3,3021
1558,5500000,E-11,2,2,1089
1559,7800000,E-11,2,2,1415
1560,12500000,E-11,3,3,2776
1561,10000000,E-11,3,3,1932
1562,5000000,E-11,2,1,816
1563,8500000,E-11,3,3,1442
1564,5500000,E-11,2,2,1415
1565,6000000,E-11,1,1,1388
1566,7400000,E-11,2,2,1633
1567,7600000,E-11,2,2,1279
1568,16000000,E-11,3,3,2069
1569,7500000,E-11,2,2,1279
1570,5500000,E-11,1,1,1034
1571,16500000,E-11,3,3,2613
1572,8000000,E-11,2,2,1442
1573,10500000,E-11,3,3,1905
1574,6500000,E-11,2,2,1415
1575,8000000,E-11,2,2,1089
1576,18000000,E-11,3,3,2286
1577,11500000,E-11,3,3,2178
1578,9000000,E-11,2,2,1524
1579,11500000,E-11,3,3,2178
1580,3800000,E-11,1,1,544
1581,5500000,E-11,1,1,1034
1582,12000000,E-11,3,3,1633
1583,2900000,E-11,1,1,490
1584,10000000,E-11,4,4,1687
1585,9500000,E-11,3,3,1388
1586,6000000,E-11,2,2,1116
1587,18000000,E-11,4,3,2286
1588,6500000,E-11,2,2,1143
1589,9200000,E-11,3,3,1687
1590,9500000,E-11,3,3,1687
1591,7000000,E-11,2,2,1279
1592,10500000,E-11,3,3,1987
1593,9000000,E-11,2,3,2423
1594,17000000,E-11,3,3,2178
1595,7500000,E-11,2,2,1633
1596,6200000,E-11,3,3,1442
1597,5400000,E-11,1,1,1034
1598,6500000,E-11,3,3,1633
1599,9000000,E-11,3,3,1932
1600,5800000,E-11,2,2,816
1601,14500000,E-11,4,3,2531
1602,3000000,E-11,1,1,653
1603,6000000,E-11,2,2,1034
1604,15000000,E-11,4,4,2286
1605,8500000,E-11,2,2,1334
1606,9500000,E-11,3,2,1878
1607,7500000,E-11,2,2,1361
1608,8500000,E-11,2,2,1442
1609,8500000,E-11,2,2,1361
1610,9000000,E-11,2,2,1415
1611,8500000,E-11,3,3,1824
1612,6000000,E-11,1,2,1116
1613,10000000,E-11,3,3,2831
1614,6500000,E-11,3,3,1878
1615,5500000,E-11,2,2,898
1616,6500000,E-11,3,3,1143
1617,5000000,E-11,1,1,843
1618,7000000,E-11,2,2,1279
1619,9500000,E-11,3,3,1824
1620,10000000,E-11,3,3,1932
1621,7000000,E-11,2,2,1334
1622,7500000,E-11,2,2,1334
1623,8000000,E-11,2,2,1334
1624,4500000,E-11,2,2,980
1625,6500000,E-11,2,2,1034
1626,5500000,E-11,2,2,980
1627,7500000,E-11,2,2,1524
1628,11000000,E-11,3,3,2776
1629,7500000,E-11,3,3,1742
1630,6000000,E-11,2,2,1442
1631,5500000,E-11,2,2,1415
1632,6000000,E-11,2,2,980
1633,5000000,E-11,1,1,653
1634,7500000,E-11,2,2,1442
1635,5800000,E-11,2,2,816
1636,8000000,E-11,2,2,1089
1637,7500000,E-11,2,2,1442
1638,7000000,E-11,2,2,1361
1639,10000000,E-11,3,3,2069
1640,9500000,E-11,3,3,2776
1641,8000000,E-11,3,3,1579
1642,6500000,E-11,2,2,1089
1643,8600000,E-11,3,3,1089
1644,9500000,E-11,2,2,2640
1645,13000000,E-11,3,3,2531
1646,18000000,E-11,3,3,2613
1647,7000000,E-11,2,2,1279
1648,7500000,E-11,2,2,1361
1649,10000000,E-11,3,3,1742
1650,5100000,E-11,1,1,735
1651,7300000,E-11,2,2,1334
1652,9000000,E-11,4,4,1579
1653,10500000,E-11,3,2,1633
1654,6500000,E-11,2,2,898
1655,4200000,E-11,1,1,1034
1656,6200000,E-11,2,2,1034
1657,16000000,E-11,4,3,2232
1658,5800000,E-11,2,2,1116
1659,7800000,E-11,3,3,1334
1660,5700000,E-11,2,2,898
1661,8500000,E-11,2,2,1633
1662,11500000,E-11,3,3,2069
1663,3600000,E-11,2,2,735
1664,8000000,E-11,2,2,1089
1665,10000000,E-11,3,3,1633
1666,7000000,E-11,2,2,898
1667,6000000,E-11,2,2,1089
1668,8000000,E-11,2,2,1089
1669,11000000,E-11,3,3,1579
1670,5900000,E-11,3,3,1687
1671,4000000,E-11,1,1,544
1672,8000000,E-11,3,3,1579
1673,12000000,E-11,3,2,1633
1674,35000000,F-10,3,3,2722
1675,33000000,F-10,2,2,1824
1676,20000000,F-10,3,3,2531
1677,9600000,F-10,1,1,789
1678,36000000,F-10,3,3,2123
1679,40000000,F-10,3,3,2123
1680,36500000,F-10,3,3,2531
1681,35900000,F-10,3,3,2531
1682,42500000,F-10,3,3,2885
1683,30000000,F-10,3,3,2423
1684,40000000,F-10,3,3,2531
1685,40000000,F-10,3,3,2531
1686,40000000,F-10,3,3,2776
1687,32500000,F-10,2,2,1742
1688,40000000,F-10,3,3,2531
1689,40000000,F-10,3,3,2531
1690,32000000,F-10,3,3,2123
1691,36500000,F-10,3,3,2668
1692,32500000,F-10,3,3,2123
1693,50000000,F-10,4,4,4546
1694,26000000,F-10,2,2,1470
1695,24000000,F-10,1,2,1470
1696,14500000,F-10,3,3,2178
1697,16500000,F-10,3,3,2232
1698,54000000,F-10,4,4,3865
1699,40000000,F-10,3,3,2069
1700,31500000,F-10,3,3,1824
1701,34500000,F-10,3,3,2531
1702,41500000,F-10,3,3,2205
1703,18500000,F-10,3,3,2531
1704,39500000,F-10,3,3,2531
1705,32000000,F-10,3,3,2123
1706,32000000,F-10,3,3,2123
1707,38000000,F-10,3,3,2531
1708,16500000,F-10,2,2,2531
1709,35000000,F-10,3,3,2531
1710,12500000,F-10,1,2,653
1711,32000000,F-10,3,3,2123
1712,38500000,F-10,3,3,2531
1713,32000000,F-10,3,3,2123
1714,62000000,F-10,4,4,4546
1715,32000000,F-10,3,3,2123
1716,22000000,F-10,3,3,2531
1717,35000000,F-10,3,3,2123
1718,18000000,F-11,3,3,3158
1719,7800000,F-11,1,1,1089
1720,30000000,F-11,3,3,3348
1721,23000000,F-11,3,3,3811
1722,8500000,F-11,1,1,1524
1723,23000000,F-11,3,3,3920
1724,7000000,F-11,1,1,1143
1725,17500000,F-11,2,2,2123
1726,8500000,F-11,1,1,1034
1727,31500000,F-11,4,4,4002
1728,7500000,F-11,1,1,1089
1729,14500000,F-11,2,2,1633
1730,14500000,F-11,2,2,2531
1731,16000000,F-11,2,2,2069
1732,28000000,F-11,4,3,3620
1733,32500000,F-11,3,3,3512
1734,6500000,F-11,1,1,898
1735,31000000,F-11,4,4,4110
1736,19000000,F-11,2,2,2559
1737,25000000,F-11,4,4,4083
1738,25000000,F-11,3,3,3375
1739,7500000,F-11,1,1,898
1740,15000000,F-11,1,2,2178
1741,15000000,F-11,3,2,2069
1742,19000000,F-11,3,3,3130
1743,15000000,F-11,2,2,1987
1744,20000000,F-11,3,3,2178
1745,22000000,F-11,3,3,2531
1746,30000000,F-11,4,4,4247
1747,35000000,F-11,3,3,4110
1748,18000000,F-11,2,2,2559
1749,10000000,F-11,2,2,1361
1750,25000000,F-11,3,3,2804
1751,18500000,F-11,2,2,3321
1752,11500000,F-11,2,2,2069
1753,35000000,F-11,3,3,4110
1754,31500000,F-11,4,4,4002
1755,30000000,F-11,4,4,3620
1756,29000000,F-11,3,3,3321
1757,15000000,F-11,2,2,2531
1758,12000000,F-11,2,2,2069
1759,12500000,F-11,2,2,1905
1760,23500000,F-11,3,3,3811
1761,14500000,F-11,2,2,1687
1762,8000000,F-11,1,1,1034
1763,14000000,F-11,2,2,1633
1764,20000000,F-11,3,3,2259
1765,5800000,F-11,1,1,789
1766,21000000,F-11,4,3,2668
1767,32000000,F-11,4,4,4110
1768,11000000,F-11,2,2,1742
1769,11000000,F-11,2,2,1987
1770,27000000,F-11,3,3,4247
1771,7000000,F-11,1,1,816
1772,23500000,F-11,3,3,3375
1773,20000000,F-11,3,3,2776
1774,8500000,F-11,1,1,1524
1775,8500000,F-11,1,1,1034
1776,15500000,F-11,2,2,1687
1777,22000000,F-11,3,3,3021
1778,21000000,F-11,3,3,2531
1779,30000000,F-11,3,3,4356
1780,32500000,F-11,4,4,4655
1781,30000000,F-11,4,4,4110
1782,7500000,F-11,1,1,1034
1783,10000000,F-11,2,2,1442
1784,9500000,F-11,2,2,1442
1785,23000000,F-11,3,3,3321
1786,22000000,F-11,3,2,3267
1787,18000000,F-11,3,2,3158
1788,9000000,F-11,2,2,1442
1789,15500000,F-11,2,2,1687
1790,10000000,F-11,2,2,1442
1791,4500000,F-11,1,1,598
1792,17000000,F-11,3,3,2423
1793,18500000,F-11,2,2,2913
1794,11000000,F-11,1,1,1197
1795,18500000,F-11,2,2,3321
1796,16000000,F-11,3,3,2531
1797,20000000,F-11,3,3,2776
1798,9000000,F-11,1,1,980
1799,5300000,F-11,1,1,898
1800,11000000,F-11,2,2,1442
1801,26500000,F-11,3,3,3076
1802,27500000,F-11,4,4,3267
1803,25000000,F-11,3,3,3321
1804,12000000,F-11,2,2,2123
1805,9500000,F-11,2,1,1197
1806,12500000,F-11,2,2,1361
1807,13000000,F-11,2,2,1742
1808,21500000,F-11,3,3,3267
1809,21500000,F-11,3,3,3321
1810,8500000,F-11,1,1,1524
1811,11000000,F-11,2,2,1442
1812,25000000,F-11,4,4,3267
1813,8000000,F-11,1,1,898
1814,28000000,F-11,4,4,4165
1815,15000000,F-11,2,2,1606
1816,16000000,F-11,2,2,1742
1817,22500000,F-11,3,3,3566
1818,10000000,F-11,2,2,1524
1819,23000000,F-11,3,3,3539
1820,18500000,F-11,3,3,3158
1821,7300000,F-11,1,1,898
1822,20000000,F-11,3,3,3566
1823,25000000,F-11,3,3,3321
1824,8500000,F-11,1,1,1524
1825,8500000,F-11,1,1,1197
1826,11500000,F-11,2,2,1388
1827,7500000,F-11,1,1,898
1828,19500000,F-11,3,3,3267
1829,14000000,F-11,2,2,1579
1830,9500000,F-11,2,2,1442
1831,20000000,F-11,3,3,2776
1832,18000000,F-11,3,3,2776
1833,17000000,F-11,3,3,2776
1834,16000000,F-11,3,3,2776
1835,11000000,F-11,2,2,1987
1836,7500000,F-11,1,1,898
1837,7300000,F-11,1,1,898
1838,7200000,F-11,1,1,898
1839,7100000,F-11,1,1,898
1840,7000000,F-11,1,1,898
1841,13500000,F-11,2,2,2123
1842,21000000,F-11,3,3,3457
1843,9500000,F-11,2,2,1442
1844,18500000,F-11,3,3,2913
1845,20000000,F-11,3,3,3620
1846,16500000,F-11,3,3,2776
1847,8500000,F-11,2,2,1442
1848,8500000,F-11,2,2,1442
1849,20000000,F-11,3,3,3512
1850,9000000,F-11,1,1,1524
1851,12000000,F-11,2,2,2069
1852,30000000,F-11,3,3,3267
1853,27000000,F-11,3,3,3267
1854,8500000,F-11,1,1,1524
1855,9500000,F-11,2,2,1442
1856,11000000,F-11,2,2,1932
1857,26000000,F-11,3,3,3158
1858,20000000,F-11,3,3,3457
1859,15500000,F-11,2,2,1687
1860,15500000,F-11,2,2,1687
1861,25000000,F-11,3,3,3321
1862,18500000,F-11,3,2,3321
1863,10000000,F-11,2,2,1579
1864,7200000,F-11,1,1,898
1865,7300000,F-11,1,1,898
1866,8500000,F-11,1,1,1442
1867,7000000,F-11,1,1,789
1868,16500000,F-11,2,2,2559
1869,21000000,F-11,3,3,2259
1870,32000000,F-11,3,3,4410
1871,9000000,F-11,2,2,1334
1872,8000000,F-11,1,1,898
1873,9500000,F-11,2,2,1089
1874,9500000,F-11,2,2,1388
1875,12500000,F-11,2,2,1987
1876,22000000,F-11,3,3,2613
1877,25000000,F-11,3,3,2722
1878,11000000,F-11,2,2,1987
1879,20000000,F-11,3,3,2368
1880,18000000,F-11,3,3,2368
1881,16000000,F-11,2,2,1878
1882,10000000,F-11,2,2,1742
1883,14000000,F-11,2,2,1987
1884,16000000,F-11,2,2,1987
1885,17000000,F-11,2,2,1987
1886,13000000,F-11,3,3,2232
1887,11000000,F-11,2,2,1987
1888,23000000,F-11,3,3,2722
1889,16000000,F-11,2,2,2559
1890,8800000,F-11,1,1,1524
1891,7400000,F-11,1,1,898
1892,32500000,F-11,3,3,4356
1893,25000000,F-11,3,3,4356
1894,18000000,F-11,3,3,3021
1895,19000000,F-11,3,3,3021
1896,18500000,F-11,3,3,2967
1897,18500000,F-11,2,2,2722
1898,17500000,F-11,2,2,2722
1899,17000000,F-11,2,2,2722
1900,16500000,F-11,2,2,2722
1901,16500000,F-11,2,2,2722
1902,15500000,F-11,3,3,1660
1903,25000000,F-11,3,3,3321
1904,25000000,F-11,3,3,3267
1905,25000000,F-11,3,3,3321
1906,25000000,F-11,3,3,3267
1907,17000000,F-11,2,2,1932
1908,23500000,F-11,3,3,3321
1909,3200000,F-17,2,2,1007
1910,5500000,F-17,3,3,1470
1911,4500000,F-17,3,2,1334
1912,3200000,F-17,2,2,980
1913,3800000,F-17,2,2,1089
1914,3800000,F-17,2,2,1089
1915,3800000,F-17,2,2,1089
1916,4000000,F-17,2,2,980
1917,4000000,F-17,2,2,980
1918,4500000,F-17,2,2,1361
1919,3800000,F-17,2,2,1089
1920,4500000,F-17,2,2,1524
1921,4200000,F-17,2,2,1089
1922,4200000,F-17,2,2,1089
1923,4200000,F-17,2,2,1089
1924,4400000,F-17,2,2,980
1925,4000000,F-17,2,2,980
1926,3000000,F-17,2,2,898
1927,3200000,F-17,2,2,1089
1928,4400000,F-17,2,2,980
1929,16500000,F-8,1,1,816
1930,29500000,F-8,2,2,1824
1932,23500000,F-8,1,1,1061
1933,42500000,F-8,3,2,2722
1934,50000000,F-8,2,2,2423
1935,23000000,F-8,1,1,1061
1936,31600000,F-8,1,1,1442
1937,20000000,F-8,2,1,1061
1938,57500000,F-8,3,3,2994
1939,53500000,F-8,4,3,3185
1940,52000000,F-8,4,3,3185
1941,125000000,F-8,4,4,5445
1942,55000000,F-8,3,3,2450
1943,20500000,F-8,1,1,1034
1946,47000000,F-8,3,2,2341
