,Price,House_location,baths,beds,area
2720,8242000,Gulberg,3,3,1334
2721,8888000,Gulberg,3,3,1442
2722,6540000,Gulberg,2,2,1061
2723,2085000,Gulberg,1,1,326
2724,3750000,Gulberg,1,1,598
2725,5430000,Gulberg,2,2,871
2726,8242000,Gulberg,3,3,1334
2727,2085000,Gulberg,1,1,326
2728,8050000,Gulberg,2,2,1252
2729,6650000,Gulberg,2,2,1034
2730,2085000,Gulberg,1,1,326
2731,3750000,Gulberg,1,1,598
2732,3840000,Gulberg,1,1,626
2733,3960000,Gulberg,1,1,626
2734,4117000,Gulberg,1,1,653
2735,4200000,Gulberg,1,1,680
2736,5430000,Gulberg,2,2,871
2737,6540000,Gulberg,2,2,1061
2738,8242000,Gulberg,3,3,1334
2739,8888000,Gulberg,3,3,1442
2740,2085000,Gulberg,1,1,326
2741,9205000,Gulberg,2,2,1252
2742,8655000,Gulberg,2,2,1170
2743,8424000,Gulberg,2,2,1334
2744,2085000,Gulberg,1,1,326
2745,3750000,Gulberg,1,1,598
2746,3840000,Gulberg,1,1,626
2747,3960000,Gulberg,1,1,626
2748,4200000,Gulberg,1,1,680
2749,4117000,Gulberg,1,1,653
2750,6540000,Gulberg,2,2,1061
2751,8242000,Gulberg,3,3,1334
2752,8888000,Gulberg,3,3,1442
2753,2085000,Gulberg,1,1,326
2754,12900000,Gulberg,4,3,1687
2755,6800000,Gulberg,2,2,1197
2756,8420000,Gulberg,2,2,1143
2757,12500000,Gulberg,3,3,1633
2758,6500000,Gulberg,3,2,925
2759,3536000,Gulberg,1,1,490
2760,5517000,Gulberg,1,1,735
2761,7500000,Gulberg,2,2,1089
2762,9900000,Gulberg,2,2,1334
2763,5198000,Gulberg,1,1,735
2764,5635000,Gulberg,1,1,789
2765,5292000,Gulberg,2,2,925
2766,2665000,Gulberg,1,1,490
2767,6052000,Gulberg,2,2,980
2768,7500000,Gulberg,2,2,980
2769,9600000,Gulberg,2,2,1388
2770,3892000,Gulberg,1,1,680
2771,4892000,Gulberg,1,1,735
2772,4965000,Gulberg,1,1,789
2773,4972000,Gulberg,1,1,789
2774,9000000,Gulberg,3,3,1470
2775,10500000,Gulberg,2,2,1361
2776,8242000,Gulberg,3,3,1334
2777,5250000,Gulberg,1,1,816
2778,3825000,Gulberg,1,1,544
2779,5200000,Gulberg,2,2,871
2780,13000000,Gulberg,3,3,1851
2781,6092000,Gulberg,1,1,898
2782,8500000,Gulberg,3,3,1497
2783,3638000,Gulberg,1,1,598
2784,8242000,Gulberg,3,3,1334
2785,4500000,Gulberg,1,1,735
2786,4500000,Gulberg,1,1,735
2787,6408000,Gulberg,1,1,871
2788,9000000,Gulberg,3,3,1061
2789,4300000,Gulberg,1,1,653
2790,6678000,Gulberg,2,2,898
2791,10600000,Gulberg,2,2,1687
2792,3139000,Gulberg,1,1,544
2793,4500000,Gulberg,1,1,735
2794,3892000,Gulberg,1,1,544
2795,3000000,Gulberg,1,1,490
2796,3850000,Gulberg,1,1,653
2797,5951000,Gulberg,1,1,871
2798,12500000,Gulberg,3,3,1633
2799,9064000,Gulberg,2,2,1334
2800,13900000,Gulberg,3,3,2014
2801,6606000,Gulberg,1,1,898
2802,10100000,Gulberg,2,2,1361
2803,15000000,Gulberg,3,3,2014
2804,8336000,Gulberg,2,2,1252
2805,6500000,Gulberg,2,1,952
2806,8600000,Gulberg,2,2,1306
2807,4352000,Gulberg,1,1,653
2808,6520000,Gulberg,1,1,952
2809,6200000,Gulberg,2,2,925
2810,5847000,Gulberg,1,1,871
2811,6500000,Gulberg,2,2,871
2812,6000000,Gulberg,2,2,1007
2813,6375000,Gulberg,1,1,898
2814,6000000,Gulberg,2,1,952
2815,8288000,Gulberg,2,2,1442
2816,3750000,other,3,3,1361
2817,4500000,other,3,3,1905
2818,3600000,other,2,2,980
2819,2500000,other,1,1,735
2820,2500000,other,1,1,735
2821,9500000,H-13,3,3,1932
2822,7500000,H-13,2,2,1442
2823,6000000,H-13,2,2,1388
2824,11000000,H-13,3,3,2423
2825,11000000,H-13,3,3,2423
2826,7500000,H-13,2,2,1932
2827,3500000,H-13,1,1,789
2828,6500000,H-13,2,2,1524
2829,7000000,H-13,2,2,1524
2830,5390000,H-13,2,2,1334
2831,7000000,H-13,2,2,1388
2832,2500000,H-13,2,2,653
2833,2500000,H-13,2,2,735
2834,4950000,H-13,1,1,1089
2835,2800000,H-13,1,1,843
2836,4950000,H-13,1,1,1089
2837,6500000,H-13,2,2,1197
2838,3700000,H-13,2,1,762
2839,4950000,H-13,1,1,1089
2840,4100000,H-13,1,1,843
2841,4100000,H-13,1,1,816
2842,2500000,H-13,1,1,462
2843,5800000,H-13,2,2,1388
2844,2200000,H-13,2,2,544
2845,2800000,H-13,2,2,789
2846,3500000,H-13,2,2,762
2847,2500000,H-13,2,2,653
2848,2800000,H-13,2,2,789
2849,2200000,H-13,2,2,544
2850,5350000,H-13,2,2,1170
2851,5250000,H-13,2,2,1143
2852,5550000,H-13,2,2,1225
2853,5150000,H-13,2,2,1143
2854,4650000,H-13,2,2,1034
2855,2450000,H-13,1,1,544
2856,2750000,H-13,1,1,598
2857,2500000,H-13,2,2,653
2858,2800000,H-13,2,2,789
2859,2200000,H-13,2,2,544
2860,2750000,H-13,1,1,598
2861,5350000,H-13,2,2,1170
2862,5500000,H-13,2,2,1334
2863,5500000,H-13,2,2,1334
2864,2500000,H-13,2,2,653
2865,2800000,H-13,2,2,789
2866,2800000,H-13,2,2,789
2867,2200000,H-13,2,2,544
2868,2850000,H-13,1,1,571
2869,4200000,H-13,1,1,816
2870,6000000,H-13,2,2,1334
2871,2800000,H-13,2,2,789
2872,2200000,H-13,2,2,544
2873,3700000,I-11,2,2,898
2874,5200000,I-11,1,2,1197
2875,5500000,I-11,2,3,1361
2876,4750000,I-11,2,3,1143
2877,5200000,I-11,2,2,1334
2878,6500000,I-11,2,3,1334
2879,4500000,I-11,1,3,1143
2880,5500000,I-11,2,2,1143
2881,4500000,I-11,1,2,1197
2882,4500000,I-11,1,2,1143
2883,3965000,I-12,2,2,1143
2884,3500000,I-12,2,2,1089
2885,3100000,I-12,2,2,1061
2886,3800000,I-12,2,2,1089
2887,3000000,I-12,2,2,1061
2888,4000000,I-12,2,2,1089
2889,5000000,I-12,1,2,1334
2890,5000000,I-12,2,2,1334
2891,3500000,I-12,2,2,1061
2892,3300000,I-12,2,2,1089
2893,3800000,I-12,2,2,1089
2894,4000000,I-12,2,2,1089
2895,2650000,I-16,2,2,1089
2896,2500000,I-16,2,2,1116
2897,2950000,I-16,2,2,1116
2898,3050000,I-16,2,2,1089
2899,3100000,I-16,2,2,1361
2900,2338000,I-16,2,2,1116
2901,3700000,I-16,3,3,1796
2902,3050000,I-16,2,2,1089
2903,12000000,I-8,3,3,1551
2904,8900000,I-8,2,3,1633
2905,7800000,I-8,2,3,1442
2906,6500000,I-8,2,2,1361
2907,9100000,I-8,2,3,1524
2908,6500000,I-8,1,2,1034
2909,6500000,I-8,2,3,1579
2910,6500000,I-8,2,3,1579
2911,6000000,I-8,1,2,1034
2912,6000000,I-8,2,2,1089
2913,7500000,I-8,3,3,1579
2914,6000000,I-8,2,2,1361
2915,9500000,I-8,2,3,1633
2916,7500000,I-8,3,3,1579
2917,7000000,I-8,3,3,1442
2918,7500000,I-8,2,2,1497
2919,8200000,I-8,2,2,1579
2920,12500000,I-8,3,3,1824
2921,9900000,Islamabad - Murree Expressway,2,3,2940
2922,8500000,Islamabad - Murree Expressway,3,3,2531
2923,3800000,Islamabad - Murree Expressway,1,1,735
2924,11000000,Islamabad - Murree Expressway,3,3,2913
2925,12500000,Islamabad - Murree Expressway,3,3,2668
2926,3600000,Islamabad - Murree Expressway,1,1,735
2927,8500000,Islamabad - Murree Expressway,2,2,2395
2928,9500000,Islamabad - Murree Expressway,2,2,2395
2929,9000000,Islamabad - Murree Expressway,3,3,1905
2930,13100000,Islamabad - Murree Expressway,2,2,2395
2931,4290000,Islamabad Expressway,2,1,762
2932,9000000,Islamabad Expressway,2,2,1606
2933,5250000,Islamabad Expressway,1,1,843
2934,5250000,Islamabad Expressway,1,1,843
2935,4080000,Islamabad Expressway,1,1,571
2936,9500000,Islamabad Expressway,2,2,1415
2937,2580000,Islamabad Expressway,1,1,517
2938,4000000,Islamabad Expressway,1,1,735
2939,4950000,Islamabad Expressway,1,1,898
2940,8500000,Islamabad Expressway,2,2,1388
2941,3800000,Islamabad Expressway,1,1,707
2942,5273000,Islamabad Expressway,2,2,843
2943,7000000,Islamabad Expressway,2,2,1415
2944,5600000,Islamabad Expressway,1,1,816
2945,5273000,Islamabad Expressway,2,2,843
2946,15000000,Islamabad Expressway,4,4,2423
2947,5273000,Islamabad Expressway,2,2,843
2948,19200000,Islamabad Expressway,4,4,3103
2949,17700000,Islamabad Expressway,3,3,2858
2950,5273000,Islamabad Expressway,2,2,843
2951,5000000,Islamabad Highway,2,2,898
2952,5250000,Islamabad Highway,1,1,843
2953,5250000,Islamabad Highway,1,1,843
2954,5250000,Islamabad Highway,1,1,843
2955,5250000,Islamabad Highway,1,1,843
2956,5250000,Islamabad Highway,1,1,843
2957,5513000,Islamabad Highway,1,1,898
2958,5513000,Islamabad Highway,1,1,898
2959,8872000,Islamabad Highway,2,2,1442
2960,17700000,Islamabad Highway,3,3,2858
2961,5250000,Islamabad Highway,1,1,843
2962,5513000,Islamabad Highway,1,1,898
2963,5250000,Islamabad Highway,1,1,843
2964,5513000,Islamabad Highway,1,1,898
2965,5250000,Islamabad Highway,1,1,843
2966,8872000,Islamabad Highway,2,2,1442
2967,17700000,Islamabad Highway,3,3,2858
2968,5250000,Islamabad Highway,1,1,843
2969,5513000,Islamabad Highway,1,1,898
2970,5250000,Islamabad Highway,1,1,843
2971,8872000,Islamabad Highway,2,2,1442
2972,17700000,Islamabad Highway,3,3,2858
2973,19200000,Islamabad Highway,4,4,3103
2974,5250000,Islamabad Highway,1,1,843
2975,5513000,Islamabad Highway,1,1,898
2976,5250000,Islamabad Highway,1,1,843
2977,5513000,Islamabad Highway,1,1,898
2978,5250000,Islamabad Highway,1,1,843
2979,8872000,Islamabad Highway,2,2,1442
2980,17700000,Islamabad Highway,3,3,2858
2981,19200000,Islamabad Highway,4,4,3103
2982,5250000,Islamabad Highway,1,1,843
2983,5513000,Islamabad Highway,1,1,898
2984,5250000,Islamabad Highway,1,1,843
2985,5513000,Islamabad Highway,1,1,898
2986,8872000,Islamabad Highway,2,2,1442
2987,17700000,Islamabad Highway,3,3,2858
2988,19200000,Islamabad Highway,4,4,3103
2989,5250000,Islamabad Highway,1,1,843
2990,5513000,Islamabad Highway,1,1,898
2991,5250000,Islamabad Highway,1,1,843
2992,5513000,Islamabad Highway,1,1,898
2993,8872000,Islamabad Highway,2,2,1442
2994,17700000,Islamabad Highway,3,3,2858
2995,19200000,Islamabad Highway,4,4,3103
2996,5250000,Islamabad Highway,1,1,843
2997,5250000,Islamabad Highway,1,1,843
2998,5513000,Islamabad Highway,1,1,898
2999,8872000,Islamabad Highway,2,2,1442
3000,17700000,Islamabad Highway,3,3,2858
3001,19200000,Islamabad Highway,4,4,3103
3002,5250000,Islamabad Highway,1,1,843
3003,5250000,Islamabad Highway,1,1,843
3004,5513000,Islamabad Highway,1,1,898
3005,45000000,Karakoram Diplomatic Enclave,2,2,2314
3006,50000000,Karakoram Diplomatic Enclave,2,2,2286
3007,55000000,Karakoram Diplomatic Enclave,3,2,2477
3008,45000000,Karakoram Diplomatic Enclave,2,2,1932
3009,44500000,Karakoram Diplomatic Enclave,2,2,1878
3010,55000000,Karakoram Diplomatic Enclave,3,2,2668
3011,45000000,Karakoram Diplomatic Enclave,3,2,2286
3012,47000000,Karakoram Diplomatic Enclave,3,2,2531
3013,55000000,Karakoram Diplomatic Enclave,3,2,2831
3014,43000000,Karakoram Diplomatic Enclave,2,2,2096
3015,27500000,Kashmir Highway,3,2,2014
3016,13800000,Kashmir Highway,1,1,925
3017,13600000,Kashmir Highway,1,1,898
3018,13800000,Kashmir Highway,1,1,925
3019,28200000,Kashmir Highway,2,2,2014
3020,28200000,Kashmir Highway,2,2,2014
3021,28200000,Kashmir Highway,2,2,2014
3022,28200000,Kashmir Highway,2,2,2014
3023,28200000,Kashmir Highway,2,2,2014
3024,13800000,Kashmir Highway,1,1,925
3025,13800000,Kashmir Highway,1,1,925
3026,16700000,Kashmir Highway,1,1,1170
3027,13800000,Kashmir Highway,1,1,925
3028,13800000,Kashmir Highway,1,1,925
3029,13800000,Kashmir Highway,1,1,925
3030,16700000,Kashmir Highway,1,1,1170
3031,5500000,other,2,2,1089
3032,5500000,other,2,2,1089
3033,3600000,other,2,2,680
3034,1900000,other,1,1,517
3035,3350000,other,2,2,980
3036,1750000,other,1,1,490
3037,4700000,other,2,2,898
3038,3200000,other,2,2,680
3039,2800000,other,2,2,898
3040,2600000,PWD Housing Scheme,2,2,571
3041,3200000,PWD Housing Scheme,3,3,816
3042,2800000,PWD Housing Scheme,2,2,571
3043,3500000,PWD Housing Scheme,2,2,1089
3044,3700000,PWD Housing Scheme,2,2,816
3045,2800000,PWD Housing Scheme,2,2,571
3046,2800000,PWD Housing Scheme,2,2,571
3047,3100000,PWD Housing Scheme,2,2,816
3048,4000000,PWD Housing Scheme,2,2,1197
3049,2800000,PWD Housing Scheme,2,2,571
3050,3000000,PWD Housing Scheme,2,2,735
3051,3500000,PWD Housing Scheme,2,2,1089
3052,1800000,PWD Housing Scheme,1,1,490
3053,2900000,PWD Road,2,2,898
3054,2550000,PWD Road,2,2,898
3055,2800000,PWD Road,2,2,898
3056,3100000,PWD Road,2,2,816
3057,3450000,PWD Road,3,3,1279
3058,3000000,PWD Road,2,2,980
3059,4000000,PWD Road,3,3,1279
3060,1450000,Pakistan Town,1,1,326
3061,3500000,Pakistan Town,2,2,925
3062,4500000,Pakistan Town,2,2,1034
3063,2800000,Pakistan Town,2,2,789
3064,1300000,Pakistan Town,1,1,381
3065,3500000,Pakistan Town,2,2,843
3066,3500000,Pakistan Town,2,2,843
3067,3500000,Pakistan Town,2,2,843
3068,5000000,Pir Sohawa,1,1,707
3069,4600000,Pir Sohawa,1,1,626
3070,4272000,Pir Sohawa,1,1,653
3071,5200000,Pir Sohawa,1,1,707
3072,4792000,Pir Sohawa,1,1,735
3073,4800000,Pir Sohawa,1,1,653
3074,5200000,Pir Sohawa,1,1,707
3075,5200000,Pir Sohawa,1,1,707
3076,15000000,Pir Sohawa,3,3,2722
3077,6500000,River Garden,2,2,1170
3078,3000000,River Garden,1,1,544
3079,5180000,River Garden,2,2,898
3080,7294000,River Garden,3,3,1252
3081,6900000,River Garden,2,2,1197
3082,2450000,River Garden,1,1,435
3083,2625000,River Garden,1,1,435
3084,5264000,River Garden,2,2,898
3085,6125000,River Garden,2,2,1061
3086,5635000,River Garden,2,2,980
3087,3330000,River Garden,1,1,544
3088,2490000,River Garden,1,1,408
3089,3127000,River Garden,1,1,517
3090,7294000,River Garden,3,3,1252
3091,8652000,River Garden,3,3,1497
3092,3000000,River Garden,1,1,490
3093,3127000,River Garden,1,1,517
3094,5264000,River Garden,2,2,898
3095,7294000,River Garden,3,3,1252
3096,5635000,River Garden,2,2,980
3097,5999000,River Garden,2,2,1034
3098,5999000,River Garden,2,2,1034
3099,6440000,River Garden,2,2,1116
3100,7336000,River Garden,3,3,1279
3101,6475000,River Garden,2,2,1116
3102,5565000,River Garden,2,2,952
3103,5495000,River Garden,2,2,952
3104,8652000,River Garden,3,3,1497
3105,8652000,River Garden,3,3,1497
3106,3165000,River Garden,1,1,517
3107,5530000,River Garden,2,2,952
3108,8764000,River Garden,3,3,1524
3109,5530000,River Garden,2,2,952
3110,6500000,River Garden,2,2,1089
3111,2400000,River Garden,1,1,435
3112,5000000,River Garden,1,2,898
3113,5264000,River Garden,2,2,898
3114,5264000,River Garden,2,2,898
3115,2490000,River Garden,1,1,408
3116,3345000,River Garden,1,1,544
3117,3330000,River Garden,1,1,544
3118,5565000,River Garden,2,2,952
3119,5495000,River Garden,2,2,952
3120,5264000,River Garden,2,2,898
3121,5411000,River Garden,2,2,925
3122,5754000,River Garden,2,2,1007
3123,6342000,River Garden,2,2,1089
3124,2495000,River Garden,1,1,408
3125,7500000,other,2,3,1306
3126,3000000,other,1,1,381
3127,3200000,other,1,2,435
3128,9000000,other,3,3,1143
3129,6000000,other,2,2,898
3130,3300000,Soan Garden,2,2,898
3131,2700000,Soan Garden,2,2,816
3132,5500000,Soan Garden,3,3,1361
3133,1650000,Soan Garden,1,1,653
3134,3000000,Soan Garden,2,2,843
3135,1900000,Soan Garden,2,1,490
3136,7200000,Soan Garden,3,3,2014
3137,3000000,Soan Garden,2,2,980
3138,3200000,Soan Garden,2,2,898
3139,3100000,Soan Garden,2,2,980
3140,3500000,Soan Garden,2,2,843
3141,3700000,Soan Garden,2,2,1089
3142,3999000,Soan Garden,3,3,1524
3143,3700000,Soan Garden,3,3,1334
3144,2700000,Soan Garden,2,2,816
3145,3000000,Soan Garden,2,2,1034
3146,2500000,Soan Garden,2,2,1034
3147,2800000,Soan Garden,2,2,1034
3148,1600000,Soan Garden,1,1,653
3149,1600000,Soan Garden,1,1,490
3150,3800000,Soan Garden,2,2,1089
3151,2700000,Soan Garden,2,2,816
3152,3300000,Soan Garden,2,2,1089
3153,3300000,Soan Garden,2,2,1197
3154,4600000,Soan Garden,3,3,1334
3155,2550000,Soan Garden,2,2,898
3156,4000000,Soan Garden,2,3,1089
3157,2500000,Soan Garden,2,2,1034
3158,2800000,Soan Garden,2,2,1034
3159,3000000,Soan Garden,2,2,1034
3160,10000000,The Springs,2,2,1579
3161,9000000,The Springs,2,2,1388
3162,3900000,The Springs,1,1,598
3163,16000000,The Springs,4,4,2423
3164,9000000,The Springs,2,2,1334
3165,10000000,The Springs,2,2,1415
3166,8700000,The Springs,2,2,1279
3167,3900000,other,1,1,626
3168,3900000,other,1,1,735
3169,3900000,other,1,1,735
3170,8060000,other,2,2,1497
3171,4500000,other,2,2,789
3172,5500000,Zaraj Housing Scheme,2,2,898
3173,5800000,Zaraj Housing Scheme,2,2,980
3174,4600000,Zaraj Housing Scheme,2,2,816
3175,3500000,Zaraj Housing Scheme,2,1,735
3176,5200000,Zaraj Housing Scheme,2,2,925
3177,5800000,Zaraj Housing Scheme,2,2,925
3178,3700000,Zaraj Housing Scheme,1,1,707
3179,5500000,Zaraj Housing Scheme,2,2,980
3180,6000000,Zaraj Housing Scheme,2,2,980
3181,14000000,other,2,3,1660
3182,14000000,other,2,3,1660
3183,3360000,other,2,1,571
3184,2632000,other,2,2,707
3185,2500000,other,2,2,1061
3186,6000000,other,2,2,1579
3187,8500000,other,3,3,1824
3188,11500000,other,4,4,1361
3189,5800000,other,2,2,1388
3190,6800000,other,3,2,1878
3191,2600000,other,2,2,898
3192,11200000,other,3,3,2069
3193,5800000,other,1,1,1170
3194,6700000,other,2,2,1089
3195,15000000,other,3,3,1960
3196,3200000,other,2,2,1143
3197,7500000,other,2,2,1388
3198,2450000,other,2,2,898
3199,15700000,other,1,1,3185
3200,4000000,other,2,2,898
3201,3500000,other,2,2,1116
3202,8000000,other,2,2,1606
3203,8600000,other,2,2,1497
3204,2000000,other,1,1,490
3205,3800000,other,2,2,762
3206,1900000,other,1,1,517
3207,5500000,other,3,3,1633
3208,3500000,other,2,2,789
3209,6600000,other,2,2,1089
3210,1880000,other,1,1,517
3211,4300000,other,1,1,462
3212,3800000,other,2,2,789
3213,4900000,other,1,1,762
3214,1500000,other,2,2,980
3215,3695000,other,1,1,898
3216,2900000,other,2,2,843
3217,2750000,other,1,1,653
3218,10000000,other,4,3,2613
3219,5000000,other,2,2,980
3220,21000000,other,4,4,4519
3221,9000000,other,2,2,1470
3222,10000000,other,3,3,2178
3223,5250000,other,1,1,843
3224,7500000,other,2,2,1497
3225,4400000,other,1,1,980
3226,2600000,other,1,1,598
3227,6855000,other,2,2,1388
3228,14600000,other,4,4,2940
3229,2700000,other,2,2,762
3230,900000,other,3,3,1824
3231,2200000,other,1,2,544
3232,17500000,other,4,4,2722
3233,3500000,other,2,2,544
3234,2200000,other,2,2,544
3235,4850000,other,2,2,980
3236,11000000,other,2,2,1579
3237,1900000,other,2,2,898
3238,15500000,other,4,3,2858
3239,3700000,other,1,1,544
3240,8500000,other,3,3,1143
3241,3600000,other,1,1,544
3242,2300000,other,2,2,898
3243,3000000,other,2,2,952
3244,3000000,other,1,1,653
3245,4500000,other,2,3,1089
3246,3400000,other,2,2,680
3247,8000000,other,3,3,1279
3248,2000000,other,2,2,898
3249,8500000,other,3,3,1143
3250,4500000,other,2,3,1089
3251,20000000,other,4,4,4356
3252,2500000,other,2,2,925
3253,1500000,other,2,2,898
3254,4500000,other,2,2,1225
3255,23500000,other,3,3,2913
3256,4800000,other,2,2,762
3257,3700000,other,1,1,435
3258,11000000,other,2,2,1932
3259,5000000,other,3,3,1442
3260,14500000,other,4,3,2722
3261,4500000,other,3,2,1197
3262,2400000,other,2,2,1089
3263,6000000,other,3,3,1633
3264,3500000,other,1,2,544
3265,1500000,other,2,2,490
3266,1500000,other,2,2,490
3267,1500000,other,2,2,490
3268,5500000,other,2,2,1579
3269,19000000,other,3,3,2722
3270,4500000,other,1,1,598
3271,12500000,other,3,3,2014
3272,13000000,other,2,2,2178
3273,14500000,other,3,3,2722
3274,2700000,other,2,2,707
3275,3400000,other,1,1,626
3276,18000000,other,4,3,3158
3277,12000000,other,3,3,2858
3278,2000000,other,1,2,544
3279,3300000,other,1,1,381
3280,3600000,other,2,3,544
3282,5000000,other,3,3,1442
3283,2950000,other,1,1,381
3284,11500000,other,3,3,2722
