,Price,House_location,baths,beds,total_sqft,portion,garage
8061,38000,Gulraiz Housing Scheme,2,2,2722,1,1
8062,38000,Gulraiz Housing Scheme,2,2,2722,1,1
8063,36000,Gulraiz Housing Scheme,2,2,2722,1,1
8064,40000,Gulraiz Housing Scheme,2,2,2722,1,1
8065,12000,Gulraiz Housing Scheme,1,1,1633,1,1
8075,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8087,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8090,25000,Bahria Town Rawalpindi,3,3,1905,1,1
8092,25000,Bahria Town Rawalpindi,2,2,1361,1,0
8122,35000,Satellite Town,2,2,1633,1,1
8123,30000,Satellite Town,2,3,1361,1,0
8124,33000,Bahria Town Rawalpindi,3,3,2722,1,1
8125,55000,Satellite Town,3,3,2178,1,1
8126,45000,Satellite Town,3,3,1905,1,1
8137,37000,Gulraiz Housing Scheme,2,2,2722,1,1
8138,35000,Gulraiz Housing Scheme,2,2,2722,1,1
8139,33000,Gulraiz Housing Scheme,2,2,2722,1,1
8140,31000,Gulraiz Housing Scheme,2,2,2722,1,1
8141,29000,Gulraiz Housing Scheme,2,2,2722,1,1
8142,29000,Gulraiz Housing Scheme,2,2,1361,1,0
8143,27000,Gulraiz Housing Scheme,2,2,2722,1,1
8144,25000,Gulraiz Housing Scheme,2,2,1905,1,1
8145,25000,Gulraiz Housing Scheme,2,2,2722,1,1
8146,23000,Gulraiz Housing Scheme,2,2,2722,1,1
8147,21000,Gulraiz Housing Scheme,2,2,2722,1,1
8148,32000,Gulraiz Housing Scheme,2,2,2722,1,1
8149,18000,Gulraiz Housing Scheme,2,2,1361,1,0
8150,30000,Gulraiz Housing Scheme,2,2,2722,1,1
8151,28000,Gulraiz Housing Scheme,2,2,2722,1,1
8152,26000,Gulraiz Housing Scheme,2,2,2722,1,1
8153,24000,Gulraiz Housing Scheme,2,2,2722,1,1
8154,22000,Gulraiz Housing Scheme,2,2,2722,1,1
8155,25000,Gulraiz Housing Scheme,2,2,1361,1,0
8156,27000,Gulraiz Housing Scheme,2,2,1905,1,1
8157,20000,Gulraiz Housing Scheme,2,2,2722,1,1
8158,19000,Gulraiz Housing Scheme,2,2,1361,1,0
8159,33000,Gulraiz Housing Scheme,2,2,1905,1,1
8160,22000,Gulraiz Housing Scheme,2,2,1361,1,0
8161,31000,Gulraiz Housing Scheme,2,2,1905,1,1
8162,29000,Gulraiz Housing Scheme,2,2,1905,1,1
8163,27000,Gulraiz Housing Scheme,2,2,1361,1,0
8164,23000,Gulraiz Housing Scheme,2,2,1905,1,1
8165,20000,Gulraiz Housing Scheme,2,2,1361,1,0
8166,28000,Gulraiz Housing Scheme,2,2,1361,1,0
8167,19000,Gulraiz Housing Scheme,2,2,1905,1,1
8168,21000,Gulraiz Housing Scheme,2,2,1905,1,1
8169,23000,Gulraiz Housing Scheme,2,2,1361,1,0
8170,21000,Gulraiz Housing Scheme,2,2,1361,1,0
8171,26000,Gulraiz Housing Scheme,2,2,1361,1,0
8172,24000,Gulraiz Housing Scheme,2,2,1361,1,0
8173,39000,Shalley Valley,2,2,1089,1,0
8174,40000,Shalley Valley,2,2,1089,1,0
8175,41000,Shalley Valley,2,2,1089,1,0
8176,42000,Shalley Valley,2,2,1089,1,0
8177,43000,Shalley Valley,2,2,1089,1,0
8178,38000,Shalley Valley,2,2,1361,1,0
8179,39000,Shalley Valley,2,2,1361,1,0
8180,40000,Shalley Valley,2,2,1361,1,0
8181,41000,Shalley Valley,2,2,1361,1,0
8182,42000,Shalley Valley,2,2,1361,1,0
8183,43000,Shalley Valley,2,2,1361,1,0
8184,44000,Shalley Valley,2,2,1361,1,0
8185,45000,Shalley Valley,2,2,1361,1,0
8186,46000,Shalley Valley,2,2,1361,1,0
8187,47000,Shalley Valley,2,2,1361,1,0
8188,48000,Shalley Valley,2,2,1361,1,0
8190,15000,Airport Housing Society,2,2,1361,1,0
8191,15500,Airport Housing Society,2,2,1361,1,0
8193,16000,Airport Housing Society,2,2,1361,1,0
8194,16500,Airport Housing Society,2,2,1361,1,0
8195,17000,Airport Housing Society,2,2,1361,1,0
8203,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8217,33000,Bahria Town Rawalpindi,2,2,3267,1,2
8218,35000,Bahria Town Rawalpindi,2,2,2722,1,1
8222,22000,Gulraiz Housing Scheme,3,2,1905,1,1
8227,45000,Bahria Town Rawalpindi,3,4,3539,1,2
8248,25000,Bahria Town Rawalpindi,3,3,1905,1,1
8258,26000,Bahria Town Rawalpindi,2,2,1905,1,1
8259,22000,Adiala Road,3,2,3267,1,2
8262,43000,Shalley Valley,2,2,1361,1,0
8263,44000,Shalley Valley,2,2,1361,1,0
8264,45000,Shalley Valley,2,2,1361,1,0
8265,46000,Shalley Valley,2,2,1361,1,0
8266,47000,Shalley Valley,2,2,1361,1,0
8267,48000,Shalley Valley,2,2,1361,1,0
8268,49000,Shalley Valley,2,2,1361,1,0
8269,50000,Shalley Valley,2,2,1361,1,0
8270,50000,Shalley Valley,2,2,1905,1,1
8271,51000,Shalley Valley,2,2,1905,1,1
8272,52000,Shalley Valley,2,2,1905,1,1
8273,53000,Shalley Valley,2,2,1905,1,1
8274,54000,Shalley Valley,2,2,1905,1,1
8275,55000,Shalley Valley,2,2,1905,1,1
8276,56000,Shalley Valley,2,2,1905,1,1
8277,57000,Shalley Valley,2,2,1905,1,1
8278,58000,Shalley Valley,2,2,1905,1,1
8279,59000,Shalley Valley,2,2,1905,1,1
8280,60000,Shalley Valley,2,2,1905,1,1
8281,15000,Airport Housing Society,2,2,1361,1,0
8282,15500,Airport Housing Society,2,2,1361,1,0
8283,16000,Airport Housing Society,2,2,1361,1,0
8285,16500,Airport Housing Society,2,2,1361,1,0
8286,17000,Airport Housing Society,2,2,1361,1,0
8289,30000,Satellite Town,2,2,1361,1,0
8290,30500,Satellite Town,2,2,1361,1,0
8291,31000,Satellite Town,2,2,1361,1,0
8292,31500,Satellite Town,2,2,1361,1,0
8293,32000,Satellite Town,2,2,1361,1,0
8294,32500,Satellite Town,2,2,1361,1,0
8295,33000,Satellite Town,2,2,1361,1,0
8296,33500,Satellite Town,2,2,1361,1,0
8297,34000,Satellite Town,2,2,1361,1,0
8298,34500,Satellite Town,2,2,1361,1,0
8299,35000,Satellite Town,2,2,1361,1,0
8300,40000,Satellite Town,3,3,1905,1,1
8301,40500,Satellite Town,3,3,1905,1,1
8302,41000,Satellite Town,3,3,1905,1,1
8303,42000,Satellite Town,3,3,1905,1,1
8304,43000,Satellite Town,3,3,1905,1,1
8305,44000,Satellite Town,3,3,1905,1,1
8306,45000,Satellite Town,3,3,1905,1,1
8307,16000,other,2,2,1089,1,0
8316,38000,Media Town,3,3,2722,1,1
8317,23000,Dhok Kashmirian,3,3,1361,1,0
8319,30000,Media Town,3,3,2722,1,1
8320,20000,Dhok Kashmirian,3,3,1089,1,0
8323,25000,Bahria Town Rawalpindi,2,2,1361,1,0
8325,25000,Bahria Town Rawalpindi,3,3,1905,1,1
8326,40000,Media Town,2,3,3267,1,2
8330,30000,Bahria Town Rawalpindi,4,3,3539,1,2
8331,30000,Gulraiz Housing Scheme,3,3,2722,1,1
8332,32000,Bahria Town Rawalpindi,3,3,2722,1,1
8334,23000,Bahria Town Rawalpindi,3,3,1905,1,1
8335,18000,Gulraiz Housing Scheme,2,2,1361,1,0
8336,20000,Gulraiz Housing Scheme,2,2,1361,1,0
8337,22000,Gulraiz Housing Scheme,2,2,1361,1,0
8338,24000,Gulraiz Housing Scheme,2,2,1361,1,0
8339,26000,Gulraiz Housing Scheme,2,2,1361,1,0
8340,19000,Gulraiz Housing Scheme,2,2,1361,1,0
8341,21000,Gulraiz Housing Scheme,2,2,1361,1,0
8342,23000,Gulraiz Housing Scheme,2,2,1361,1,0
8343,25000,Gulraiz Housing Scheme,2,2,1361,1,0
8344,27000,Gulraiz Housing Scheme,2,2,1361,1,0
8345,37000,Chaklala Scheme,2,2,2722,1,1
8346,27000,Chaklala Scheme,3,2,2722,1,1
8348,20000,Chaklala Scheme,3,3,1361,1,0
8349,22000,Adiala Road,2,2,1633,1,1
8350,18000,Adiala Road,2,2,1633,1,1
8351,18000,Adiala Road,2,2,1361,1,0
8361,42000,Bahria Town Rawalpindi,4,3,3811,1,2
8362,25000,Shalley Valley,3,2,1905,1,1
8363,25000,Shalley Valley,3,2,1905,1,1
8368,35000,Bahria Town Rawalpindi,2,2,2722,1,1
8370,27000,Gulzar-e-Quaid Housing Society,3,3,2722,1,1
8371,28000,Bahria Town Rawalpindi,4,3,1905,1,1
8372,25000,Bahria Town Rawalpindi,2,2,1361,1,0
8373,25000,Bahria Town Rawalpindi,3,3,1905,1,1
8374,16000,Gulzar-e-Quaid Housing Society,2,2,1361,1,0
8375,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8377,24000,Bahria Town Rawalpindi,3,3,1905,1,1
8379,35000,other,2,2,1633,1,1
8380,33000,Bahria Town Rawalpindi,3,3,2994,1,2
8381,32000,Bahria Town Rawalpindi,3,3,2722,1,1
8384,34000,Bahria Town Rawalpindi,3,3,2722,1,1
8385,28000,Gulraiz Housing Scheme,3,3,2722,1,1
8386,20000,Gulzar-e-Quaid Housing Society,3,2,1905,1,1
8389,30000,Bahria Town Rawalpindi,3,3,2722,1,1
8391,16000,Chaklala Scheme,2,2,1361,1,0
8392,15000,other,2,2,2722,1,1
8393,20000,other,2,2,1361,1,0
8396,23000,other,3,2,2722,1,1
8397,47000,Shalley Valley,2,2,1361,1,0
8405,18000,Airport Housing Society,2,2,1361,1,0
8406,18500,Airport Housing Society,2,2,1361,1,0
8407,19000,Airport Housing Society,2,2,1361,1,0
8408,19500,Airport Housing Society,2,2,1361,1,0
8409,20000,Airport Housing Society,2,2,1361,1,0
8419,35000,Chaklala Scheme,2,2,2722,1,1
8420,25000,Chaklala Scheme,3,3,2722,1,1
8421,35000,Chaklala Scheme,3,3,2722,1,1
8422,18000,Chaklala Scheme,2,2,1361,1,0
8423,15000,Chaklala Scheme,2,2,1361,1,0
8424,28000,Chaklala Scheme,3,3,2722,1,1
8425,17500,Airport Housing Society,2,2,1361,1,0
8426,24000,Bahria Town Rawalpindi,4,3,1905,1,1
8427,18000,Airport Housing Society,2,2,1361,1,0
8428,18500,Airport Housing Society,2,2,1361,1,0
8429,19000,Airport Housing Society,2,2,1361,1,0
8430,19500,Airport Housing Society,2,2,1361,1,0
8431,20000,Airport Housing Society,2,2,1361,1,0
8433,18000,Gulshan Abad,3,2,2722,1,1
8435,16000,Gulraiz Housing Scheme,2,2,1034,1,0
8437,25000,Gulraiz Housing Scheme,3,3,2722,1,1
8438,30000,Bahria Town Rawalpindi,4,3,2722,1,1
8441,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8442,22000,Gulraiz Housing Scheme,2,2,2722,1,1
8444,25000,Bahria Town Rawalpindi,3,2,1905,1,1
8462,30000,other,2,2,1361,1,0
8463,30000,other,2,2,1361,1,0
8464,27000,other,2,2,2178,1,1
8466,30000,Satellite Town,2,2,1361,1,0
8467,29000,Bahria Town Rawalpindi,4,3,2722,1,1
8470,25000,Gulraiz Housing Scheme,3,3,1361,1,0
8471,33000,Bahria Town Rawalpindi,2,2,2722,1,1
8472,40000,Media Town,3,3,3267,1,2
8473,28000,Bahria Town Rawalpindi,3,3,2178,1,1
8475,40000,Bahria Town Rawalpindi,3,3,2722,1,1
8479,23000,Gulraiz Housing Scheme,2,2,2722,1,1
8485,20000,Bahria Town Rawalpindi,3,3,1905,1,1
8486,55000,Bahria Town Rawalpindi,5,4,2722,1,1
8487,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8488,45000,Bahria Town Rawalpindi,3,3,3811,1,2
8489,35000,Bahria Town Rawalpindi,3,3,2722,1,1
8490,32000,Bahria Town Rawalpindi,3,3,2722,1,1
8491,30000,Bahria Town Rawalpindi,3,3,2722,1,1
8493,30000,Bahria Town Rawalpindi,4,3,2722,1,1
8496,30000,Bahria Town Rawalpindi,3,3,2722,1,1
8497,30000,Bahria Town Rawalpindi,4,3,2722,1,1
8501,28000,Gulraiz Housing Scheme,3,3,2722,1,1
8503,60000,other,2,2,1633,1,0
8506,75000,other,4,3,2722,1,1
8507,80000,G-13/1,4,3,2722,1,1
8508,50000,other,3,3,2722,1,0
8510,90000,other,3,3,2722,1,1
8512,45000,other,3,3,2722,1,0
8513,55000,E-11,2,2,2722,1,1
8514,48000,G-13/2,3,2,1905,1,1
8515,50000,G-13/2,3,2,1905,1,1
8534,15000,other,2,2,1361,1,0
8536,70000,G-13/3,3,4,3266,1,1
8537,45000,G-13,3,2,2177,1,1
8538,25000,G-13/1,2,2,999,1,1
8539,100000,G-13,3,3,3810,1,1
8540,100000,G-13,3,3,3810,1,1
8541,100000,G-13,3,3,3810,1,1
8549,80000,G-13,3,3,2722,1,1
8553,70000,other,2,2,3810,1,0
8554,32000,G-9,1,1,2722,1,0
8556,42000,G-13/2,2,2,1905,1,0
8564,55000,G-13/4,3,3,3266,1,0
8565,65000,G-13/3,3,3,2722,1,1
8566,60000,G-13/4,4,3,2722,1,1
8567,48000,G-13/4,2,2,1088,1,1
8568,50000,G-13/4,2,2,1088,1,1
8569,80000,G-13/4,3,2,3810,1,1
8570,70000,G-13/3,4,4,3810,1,1
8571,65000,G-13/4,3,3,3810,1,1
8573,40000,G-13/1,2,2,1905,1,0
8574,26000,G-13,2,1,1088,1,1
8575,60000,G-13/1,3,3,3810,1,1
8577,100000,other,3,3,3266,1,1
8578,120000,other,3,3,3266,1,1
8586,85000,G-10,3,3,3266,1,1
8587,50000,Margalla Town,3,3,2177,1,1
8589,50000,Media Town,3,3,3266,1,1
8590,70000,G-14,3,3,2722,1,1
8591,140000,other,3,3,3266,1,1
8593,80000,other,2,2,2722,1,1
8594,55000,G-13/1,3,3,1905,1,1
8595,50000,other,2,2,2722,1,1
8597,30000,I-14,2,2,1361,1,1
8598,100000,other,3,3,2722,1,1
8599,90000,other,3,3,2177,1,1
8600,120000,other,3,3,1905,1,1
8601,120000,other,3,3,499,1,1
8606,30000,other,2,2,1905,1,1
8608,90000,other,3,3,2722,1,1
8609,100000,other,3,3,3810,1,1
8610,55000,G-13/1,3,3,1905,1,0
8611,65000,other,2,2,1905,1,1
8612,60000,other,2,2,1361,1,0
8614,60000,other,2,2,1633,1,1
8615,75000,other,2,2,2177,1,1
8616,90000,other,3,3,2722,1,1
8617,60000,other,2,2,1633,1,1
8618,100000,other,3,3,3810,1,1
8620,58000,G-13/3,2,2,1905,1,1
8625,65000,G-13/2,2,2,1905,1,1
8626,65000,G-13/2,2,2,1905,1,1
8628,90000,G-13/2,3,3,3810,1,1
8630,65000,other,2,2,1361,1,1
8631,114999,other,3,3,799,1,1
8633,80000,G-13/3,3,3,3810,1,1
8634,32000,G-13,2,2,1088,1,1
8635,65000,G-13/3,3,3,2722,1,1
8639,110000,other,3,3,3810,1,1
8640,60000,other,3,3,3810,1,1
8641,35000,other,3,3,2722,1,1
8642,95000,D-12,3,3,3266,1,1
8644,100000,other,2,2,399,1,1
8647,110000,other,3,3,499,1,0
8648,90000,G-13,4,3,2722,1,1
8653,65000,E-11,2,2,1633,1,1
8655,60000,other,3,3,1905,1,1
8656,50000,other,2,2,1633,1,1
8657,95000,other,3,3,665,1,1
8658,90000,other,3,3,665,1,1
8659,60000,other,2,2,1633,1,1
8661,12000,other,1,1,816,1,0
8663,80000,G-13,4,3,2722,1,1
8666,60000,G-13,3,3,2722,1,2
8667,75,G-13,2,2,2722,1,1
8668,60000,G-13,4,4,2722,1,1
8669,75000,G-13,5,5,3266,1,1
8670,42000,G-13,3,3,2177,1,1
8671,70000,G-13,3,2,2722,1,1
8672,90000,G-13,3,3,2722,1,1
8673,70000,G-13/3,3,3,3810,1,1
8675,32000,other,2,2,2449,1,2
8678,70000,other,3,3,3810,1,1
8679,90000,G-13/2,3,3,3810,1,1
8680,70000,other,3,3,3810,1,1
8682,47000,other,3,3,3266,1,0
8683,110000,F-11,3,3,2722,1,1
8685,50000,Korang Town,3,3,3266,1,0
8686,85000,other,4,3,3810,1,1
8687,85000,other,3,3,3810,1,0
8688,110000,other,3,3,499,1,1
8689,130000,F-11,3,3,665,1,1
8691,110000,other,3,3,499,1,1
8693,40000,Soan Garden,3,3,2722,1,1
8694,38000,other,2,2,1905,1,0
8695,90000,other,2,2,399,1,1
8696,25000,H-13,2,2,1361,1,1
8697,33000,G-15,2,2,2178,0,1
8698,17000,other,2,2,1361,0,0
8700,60000,G-8,2,2,2531,0,1
8707,65000,I-8,4,3,3375,0,2
8708,45000,F-11,2,2,2531,0,1
8710,45000,E-11,2,2,1633,0,1
8711,38000,E-11,2,2,1633,0,1
8712,21000,Soan Garden,3,3,1905,0,1
8713,24000,G-15,3,2,1905,0,1
8715,20000,Ghauri Town,3,2,1361,0,0
8716,33000,G-9,2,2,1361,0,0
8726,18000,G-13,1,2,1197,0,0
8730,20000,Bhara kahu,3,2,1769,0,1
8731,26000,Margalla Town,3,3,2531,0,1
8736,38000,E-11,3,2,1824,0,1
8740,70000,I-8,3,3,3267,0,2
8741,85000,F-11,3,3,3811,0,2
8744,26000,G-15,3,2,1905,0,1
8745,17000,other,3,3,1361,0,0
8746,50000,G-13,4,3,3865,0,2
8747,24000,G-13,3,2,1197,0,0
8748,30000,G-13,3,2,2178,0,1
8750,10000,Ghauri Town,2,1,544,0,0
8751,40000,Bahria Town,3,3,2722,0,1
8754,40000,G-11,2,2,2178,0,1
8755,18000,FECHS,2,2,1905,0,1
8757,56000,I-8,3,3,3865,0,2
8762,27000,F-17,3,2,1905,0,1
8763,25000,FECHS,3,3,2722,0,1
8764,14000,FECHS,1,2,1905,0,1
8765,45000,G-10,3,3,3267,0,2
8770,25000,I-10,2,2,1361,0,0
8772,25000,E-11,3,3,2178,0,1
8777,25000,F-17,2,2,3811,0,2
8778,25000,F-17,2,2,3811,0,2
8779,45000,G-9,2,3,2994,0,2
8785,28000,PWD Housing Scheme,3,2,2722,0,1
8786,22000,PWD Housing Scheme,3,3,2178,0,1
8790,32000,I-10,3,2,2178,0,1
8791,33000,G-13,3,2,1905,0,1
8792,72000,I-8,3,3,3865,0,2
8796,22000,FECHS,2,2,1905,0,1
8797,26000,I-10,2,2,1633,0,1
8798,20000,FECHS,3,2,1905,0,1
8799,27000,G-11,2,3,1361,0,0
8802,17000,H-13,2,2,1089,0,0
8804,24000,G-11,2,2,1089,0,0
8807,30000,G-13,2,2,2994,0,2
8810,35000,Naval Anchorage,3,3,3811,0,2
8816,35000,Margalla Town,2,2,2178,0,1
8817,20000,Naval Anchorage,2,2,1361,0,0
8818,32000,Shehzad Town,3,2,2178,0,1
8821,20000,Naval Anchorage,2,2,1361,0,0
8825,70000,G-11,3,3,3865,0,2
8830,16000,FECHS,2,3,1905,0,1
8832,35000,I-10,2,2,1633,0,1
8833,55000,G-11,3,3,3811,0,2
8835,28000,PWD Housing Scheme,3,3,2178,0,1
8836,40000,Margalla Town,3,2,2178,0,1
8847,30000,G-9,2,1,1905,0,1
8848,16000,Bani Gala,3,2,1905,0,1
8859,16000,FECHS,2,3,1905,0,1
8863,32000,FECHS,4,3,3267,0,2
8864,20000,FECHS,3,2,1905,0,1
8866,16000,other,3,2,1361,0,0
8868,50000,G-13,3,3,2722,0,1
8870,21000,other,3,3,2722,0,1
8871,19000,FECHS,3,2,1905,0,1
8872,32000,FECHS,4,3,3267,0,2
8873,20000,FECHS,3,2,1905,0,1
8875,35000,I-10,3,2,1633,0,1
8877,25000,I-10,2,1,1633,0,1
8879,36000,G-11,3,3,2178,0,1
8880,60000,I-8,3,3,3267,0,2
8881,30000,I-10,2,2,1824,0,1
8882,60000,G-10,2,3,3865,0,2
8883,70000,E-11,4,3,3267,0,2
8886,22000,G-11,1,2,1089,0,0
8888,40000,Bahria Town,3,2,2722,0,1
8890,45000,I-8,3,3,3811,0,2
8891,30000,E-11,1,1,1143,0,0
8892,25000,other,3,3,3811,0,2
8894,22000,G-11,1,2,1089,0,0
8895,80000,I-8,2,2,3267,0,2
8896,26000,Green Avenue,3,2,1361,0,0
8898,45000,G-14,3,3,3811,0,2
8905,55000,G-6,3,3,2722,0,1
8906,22000,other,4,2,1361,0,0
8908,20000,FECHS,3,2,1905,0,1
8909,32000,FECHS,4,3,3267,0,2
8910,30000,I-10,2,2,1361,0,0
8911,20000,I-10,2,2,1089,0,0
8912,24000,I-10,2,2,1197,0,0
8913,33000,other,4,3,2994,0,2
8914,65000,I-8,3,3,3267,0,2
8915,18000,Chatha Bakhtawar,3,2,1633,0,1
8916,45000,G-13,3,3,1905,0,1
8917,20000,G-14,2,1,1361,0,0
8918,16500,FECHS,3,2,2178,0,1
8919,26000,G-15,2,2,1905,0,1
8920,40000,E-11,2,2,2178,0,1
8921,52000,E-11,2,2,2178,0,1
8922,45000,G-13,3,3,2722,0,1
8923,32000,G-11,2,2,1361,0,0
8924,37000,G-13,3,3,1905,0,1
8926,75000,G-14,4,4,816,0,0
8927,20000,other,3,2,1633,0,1
8928,20000,FECHS,3,3,1905,0,1
8932,26000,PWD Housing Scheme,3,2,2722,0,1
8933,50000,Bani Gala,3,3,2722,0,1
8934,26000,D-17,4,3,2450,0,1
8935,34000,E-11,2,2,1306,0,0
8938,26000,D-17,3,4,2722,0,1
8939,23000,I-10,3,2,1089,0,0
8940,25000,G-15,2,2,2178,0,1
8941,65000,I-8,3,3,3811,0,2
8942,25000,F-11,2,2,3539,0,2
8943,33000,E-11,3,3,1633,0,1
8944,18000,Soan Garden,3,2,1824,0,1
8945,55000,F-11,2,2,2178,0,1
8946,19000,FECHS,3,2,1905,0,1
8947,28000,FECHS,3,2,1905,0,1
8949,25000,G-14,2,2,1361,0,0
8952,70000,I-8,3,3,3267,0,2
8954,20000,Ghauri Town,2,2,1089,0,0
8955,33000,other,4,3,2994,0,2
8956,18000,G-13,2,2,1197,0,0
8959,30000,Chatha Bakhtawar,4,3,2722,0,1
8960,25000,G-14,3,3,2722,0,1
8961,25000,Soan Garden,3,2,3267,0,2
8964,95000,Bahria Town,4,4,2722,0,1
8965,18000,other,3,3,1905,0,1
8966,28000,FECHS,3,3,2423,0,1
8967,18000,H-13,2,2,1089,0,0
8968,23000,Green Avenue,3,2,1361,0,0
8969,28000,Chatha Bakhtawar,4,3,2450,0,1
8970,55000,other,2,2,3267,0,2
8971,40000,G-8,2,2,1361,0,0
8973,22000,G-13,2,2,1089,0,0
8976,30000,I-10,2,2,1633,0,1
8977,21000,Chatha Bakhtawar,3,2,1905,0,1
8978,12000,Chatha Bakhtawar,2,2,1089,0,0
8979,12000,Chatha Bakhtawar,2,2,1089,0,0
8985,45000,I-8,3,3,3811,0,2
8987,30000,G-15,3,2,2178,0,1
8989,70000,I-8,3,3,3267,0,2
8990,25000,Soan Garden,3,2,2722,0,1
8993,65000,G-10,3,3,3811,0,2
8994,60000,G-13,4,3,3865,0,2
8996,40000,G-15,3,3,3865,0,2
8998,50000,PWD Housing Scheme,4,3,3267,0,2
9002,28000,G-13,3,3,3267,0,2
9003,45000,D-12,4,4,3267,0,2
9004,68000,D-12,5,5,2722,0,1
9005,45000,D-12,3,2,2722,0,1
9007,38000,other,3,3,3811,0,2
9009,45000,G-13,3,3,2722,0,1
9010,60000,I-8,3,3,3267,0,2
9012,12000,Ghauri Town,3,2,816,0,0
9013,25000,Ghauri Town,3,2,2123,0,1
9015,15000,H-13,2,2,2450,0,1
9017,25000,Ghauri Town,2,2,1905,0,1
9019,32000,G-15,2,2,2178,0,1
9020,19000,H-13,3,2,1905,0,1
9021,20000,Chatha Bakhtawar,3,3,1361,0,0
9022,38000,other,3,3,3811,0,2
9023,60000,I-8,2,2,3267,0,2
9024,23080,other,2,2,1905,0,1
9025,23000,other,2,2,1905,0,1
9028,75000,other,3,2,3021,0,2
9029,35000,other,2,2,1361,0,0
9030,35000,I-10,2,2,1824,0,1
9031,28000,Pakistan Town,2,3,2722,0,1
9032,65000,I-8,3,3,3267,0,2
9033,120000,E-11,3,3,3267,0,2
9034,40000,G-13,2,2,1905,0,1
9036,30000,B-17,3,3,2722,0,1
9037,36000,G-13,2,2,2178,0,1
9038,65000,I-8,3,3,3865,0,2
9039,25000,PWD Housing Scheme,3,2,2722,0,1
9040,55000,G-8,3,3,1361,0,0
9041,35000,G-13,3,2,2178,0,1
9042,28000,Green Avenue,3,3,1361,0,0
9043,19000,FECHS,2,2,1905,0,1
9044,26000,G-15,3,2,1905,0,1
9045,36000,G-15,3,3,3267,0,2
9050,65000,G-10,3,3,3811,0,2
9052,25000,Margalla Town,2,2,1089,0,0
9053,25000,G-14,2,2,1361,0,0
9054,22000,Green Avenue,3,2,1633,0,1
9058,13000,Ghauri Town,2,2,816,0,0
9059,20000,G-14,2,1,1361,0,0
9060,45000,G-10,2,2,3267,0,2
9062,50000,I-8,3,3,3267,0,2
9063,60000,I-8,3,3,3267,0,2
9064,16000,Bhara kahu,2,2,1361,0,0
9065,27000,I-10,2,2,1361,0,0
9068,50000,I-8,3,3,3267,0,2
9069,35000,G-9,2,2,1824,0,1
9071,65000,E-11,3,2,2178,0,1
9073,25000,PWD Housing Scheme,3,2,2722,0,1
9075,18000,Ghauri Town,3,2,1361,0,0
9078,25000,Chatha Bakhtawar,3,3,1361,0,0
9079,45000,Green Avenue,4,3,2722,0,1
9080,22000,CBR Town,3,3,1905,0,1
9081,38000,CBR Town,3,3,3267,0,2
9083,37000,Bahria Town,3,2,2178,0,1
9084,20000,Ghauri Town,3,2,1361,0,0
9085,40000,G-13,3,2,2178,0,1
9086,20000,Ghauri Town,3,2,1361,0,0
9087,40000,Green Avenue,4,3,2722,0,1
9088,42000,I-10,2,2,2178,0,1
9090,110000,E-11,4,3,3267,0,2
9092,16000,Chatha Bakhtawar,2,2,1361,0,0
9093,55000,E-11,3,3,3811,0,2
9094,45000,G-13,3,3,3539,0,2
9095,60000,G-13,3,3,3539,0,2
9096,37000,G-15,3,3,3267,0,2
9098,26000,D-17,3,2,2178,0,1
9100,18000,FECHS,2,2,1905,0,1
9101,60000,G-13,3,3,3539,0,2
9103,65000,G-11,3,3,3865,0,2
9104,50000,G-13,2,2,2722,0,1
9105,58000,G-13,3,3,3539,0,2
9106,20000,Ghauri Town,3,2,1361,0,0
9107,25000,Bhara kahu,3,3,2722,0,1
9108,45000,Bani Gala,3,3,3103,0,2
9110,46000,G-10,2,2,2178,0,1
9112,18000,Ghauri Town,3,2,1361,0,0
9113,18000,Ghauri Town,2,2,1361,0,0
9114,40000,G-13,3,3,2722,0,1
9116,70000,G-10,5,3,3158,0,2
9118,40000,Margalla Town,2,2,2178,0,1
9120,25000,Bani Gala,2,2,1905,0,1
9121,29000,Korang Town,4,3,3267,0,2
9122,32000,other,2,3,1633,0,1
9123,42000,G-13,2,2,2722,0,1
9124,25000,PWD Housing Scheme,2,2,2722,0,1
9125,35000,PWD Housing Scheme,2,2,3267,0,2
9126,30000,Pakistan Town,3,3,3267,0,2
9127,19000,Soan Garden,3,3,1905,0,1
9128,18000,Bani Gala,3,2,1905,0,1
9129,25000,PWD Housing Scheme,2,2,2722,0,1
9130,37000,G-13,2,2,2178,0,1
9131,34000,Bahria Town,3,2,2722,0,1
9132,25000,PWD Housing Scheme,3,2,2722,0,1
9133,50000,Bahria Town,3,3,2722,0,1
9134,40000,G-15,4,3,1361,0,0
9135,38000,G-13,2,2,1905,0,1
9136,52000,G-13,3,3,2722,0,1
9137,13000,other,2,2,816,0,0
9138,15000,FECHS,3,2,1905,0,1
9139,17000,other,3,3,1905,0,1
9140,28000,Margalla Town,2,2,1824,0,1
9144,28000,Pakistan Town,4,3,2722,0,1
9145,26000,FECHS,4,3,3267,0,2
9146,18000,FECHS,2,2,1905,0,1
