,Price,House_location,baths,beds,total_sqft,portion,garage
9147,16000,Bhara kahu,2,2,1633,0,1
9150,47000,G-11,3,2,2178,0,1
9151,15000,National Police Foundation O-9,2,1,1361,0,0
9152,16000,National Police Foundation O-9,2,1,1361,0,0
9153,15000,Ghauri Town,2,2,1089,0,0
9154,20000,other,4,4,2994,0,2
9155,11000,other,2,1,1089,0,0
9157,25000,CBR Town,3,2,2178,0,1
9158,25000,CBR Town,3,2,2178,0,1
9160,46000,G-13,3,3,2722,0,1
9161,50000,E-11,2,2,1633,0,1
9162,43000,G-11,3,2,2178,0,1
9163,28000,G-15,2,2,2178,0,1
9164,25000,D-12,4,4,2722,0,1
9165,16000,Ghauri Town,3,3,1361,0,0
9166,25000,Green Avenue,3,2,1633,0,1
9167,25000,Soan Garden,4,3,2722,0,1
9169,24000,Pakistan Town,3,3,2722,0,1
9171,11000,Bhara kahu,1,1,1361,0,0
9172,110000,E-11,4,3,3267,0,2
9173,10000,Pakistan Town,1,2,544,0,0
9174,26000,G-11,1,1,1361,0,0
9175,22000,F-17,3,3,2178,0,1
9177,40000,D-12,2,2,2178,0,1
9178,25000,D-12,2,2,1089,0,0
9179,32000,G-11,2,2,2178,0,1
9181,26000,Ghauri Town,3,3,1905,0,1
9185,30000,FECHS,3,3,2722,0,1
9187,40000,D-12,3,3,3811,0,2
9189,30000,G-11,2,2,1361,0,0
9190,21000,Korang Town,2,2,1905,0,1
9191,21000,Pakistan Town,2,2,1361,0,0
9192,21000,G-14,2,1,1361,0,0
9195,30000,F-17,4,3,2722,0,1
9196,20000,F-17,3,3,2178,0,1
9197,25000,G-15,3,2,2178,0,1
9199,20000,PWD Housing Scheme,2,2,1361,0,0
9202,20000,E-11,1,1,2722,0,1
9203,40000,G-15,3,3,3811,0,2
9204,25000,G-11,1,2,1089,0,0
9205,40000,G-15,3,3,3811,0,2
9206,40000,G-15,3,3,3811,0,2
9208,18500,Ghauri Town,3,2,1361,0,0
9209,15000,other,3,3,1361,0,0
9210,22000,FECHS,3,2,1905,0,1
9211,75000,I-8,3,3,3375,0,2
9217,42000,G-10,2,2,1361,0,0
9218,50000,G-9,2,2,3267,0,2
9219,50000,G-6,3,3,2722,0,1
9220,40000,I-8,3,3,3267,0,2
9221,30000,DHA Defence,3,2,2722,0,1
9222,23000,F-17,3,3,1905,0,1
9223,37000,G-13,3,3,2722,0,1
9224,50000,G-13,3,3,2722,0,1
9225,40000,G-13,3,3,1905,0,1
9226,36000,G-13,3,3,1905,0,1
9227,36000,G-13,3,3,1905,0,1
9228,29000,G-15,3,3,1905,0,1
9232,55000,G-11,2,2,2178,0,1
9233,15000,H-13,2,2,1361,0,0
9234,65000,F-11,2,2,2314,0,1
9236,45000,Bani Gala,3,3,3103,0,2
9237,27000,PWD Housing Scheme,2,2,2722,0,1
9238,70000,G-11,3,3,3267,0,2
9239,28000,B-17,3,3,2722,0,1
9240,45000,DHA Defence,4,3,2450,0,1
9241,23000,other,2,2,1361,0,0
9243,25000,H-13,3,3,1361,0,0
9244,35000,I-9,3,3,2722,0,1
9245,22000,Soan Garden,3,2,1633,0,1
9247,35000,PWD Housing Scheme,3,3,3267,0,2
9249,75000,F-11,5,4,3811,0,2
9252,80000,I-8,3,3,3811,0,2
9253,23000,G-14,2,3,1361,0,0
9254,40000,G-14,3,3,2722,0,1
9255,36000,G-13,3,3,1905,0,1
9256,36000,G-13,3,3,1905,0,1
9257,40000,G-13,3,3,2722,0,1
9259,37000,G-13,3,3,2722,0,1
9260,37000,G-13,3,3,2722,0,1
9261,28000,FECHS,3,3,3267,0,2
9262,19000,FECHS,2,2,1905,0,1
9265,30000,Margalla Town,2,2,1633,0,1
9275,55000,I-8,4,3,3539,0,2
9276,20000,Korang Town,3,2,1824,0,1
9277,60000,G-10,3,3,3811,0,2
9280,35000,G-10,2,2,1905,0,1
9282,25000,F-17,3,3,2178,0,1
9283,55000,G-9,3,3,2722,0,1
9285,19000,Pakistan Town,2,2,1361,0,0
9286,70000,G-9,3,3,3267,0,2
9287,50000,G-13,3,2,2722,0,1
9288,40000,B-17,3,3,3865,0,2
9289,26000,Green Avenue,3,2,1633,0,1
9322,34000,I-9,2,3,1633,0,1
9334,60000,F-11,2,2,2722,0,1
9380,60000,F-11,2,2,1252,0,0
9381,55000,I-8,3,2,3811,0,2
9385,20000,FECHS,3,2,1905,0,1
9386,10000,FECHS,1,2,1905,0,1
9388,48000,E-11,3,3,2178,0,1
9433,30000,other,2,3,1361,0,0
9434,55000,other,3,3,2722,0,1
9435,40000,G-15,3,3,3267,0,2
9436,60000,I-8,3,3,3811,0,2
9437,50000,G-11,2,2,2178,0,1
9438,55000,G-11,2,2,2531,0,1
9439,38000,G-15,3,3,3267,0,2
9440,36000,G-13,2,2,1905,0,1
9441,19000,FECHS,2,2,1905,0,1
9444,20000,PWD Housing Scheme,2,2,1361,0,0
9446,35000,G-13,2,2,1089,0,0
9447,17000,Korang Town,2,2,1633,0,1
9454,19000,Pakistan Town,2,2,1361,0,0
9455,12000,Ghauri Town,2,2,898,0,0
9456,18000,other,3,3,1361,0,0
9457,40000,Bahria Town,2,1,2722,0,1
9458,60000,I-8,3,3,3811,0,2
9463,25000,Soan Garden,3,3,2722,0,1
9466,20000,FECHS,3,2,1905,0,1
9467,20000,Soan Garden,2,2,1633,0,1
9472,20000,Margalla Town,2,2,1361,0,0
9474,75000,I-8,3,3,3267,0,2
9476,26000,G-15,3,2,2178,0,1
9478,22000,G-14,2,2,1361,0,0
9479,22000,G-14,2,2,1361,0,0
9480,22000,G-14,2,2,1361,0,0
9481,24000,G-14,2,2,1361,0,0
9482,14000,H-13,3,3,1361,0,0
9484,22000,Soan Garden,2,2,1361,0,0
9485,20000,Pakistan Town,2,2,1361,0,0
9486,40000,other,3,3,3375,0,2
9488,26000,G-15,3,3,2178,0,1
9490,85000,F-11,2,2,1252,0,0
9491,55000,E-11,3,3,3811,0,2
9492,13500,H-13,3,1,1361,0,0
9493,70000,G-9,3,3,3267,0,2
9494,17000,Ghauri Town,2,2,1361,0,0
9495,16000,Bani Gala,3,2,1905,0,1
9496,35000,Bani Gala,3,3,2722,0,1
9498,13000,Ghauri Town,2,3,1361,0,0
9501,28000,PWD Housing Scheme,2,2,2722,0,1
9506,37000,DHA Defence,3,3,2722,0,1
9508,34000,G-13,3,2,2178,0,1
9510,60000,I-8,3,3,3267,0,2
9514,33000,G-13,3,2,2178,0,1
9515,26000,G-13,2,1,1197,0,0
9516,24000,G-13,2,2,1197,0,0
9517,20000,Ghauri Town,2,2,1361,0,0
9518,17000,Ghauri Town,2,2,1361,0,0
9519,18000,Ghauri Town,2,2,1361,0,0
9520,25000,Ghauri Town,3,3,1905,0,1
9521,25000,G-13,2,2,1089,0,0
9522,45000,G-13,3,3,2722,0,1
9523,45000,F-11,2,2,2722,0,1
9524,58000,F-11,3,3,2722,0,1
9525,50000,Bahria Town,2,2,3539,0,2
9528,17000,Ghauri Town,3,2,1633,0,1
9530,40000,G-11,3,2,1905,0,1
9533,82000,E-11,4,4,3267,0,2
9536,48000,G-13,3,3,2722,0,1
9537,20000,Pakistan Town,2,2,1361,0,0
9538,90000,G-9,4,3,3865,0,2
9539,28000,F-17,4,3,2722,0,1
9541,30000,D-17,2,2,2178,0,1
9542,50000,F-11,2,2,2722,0,1
9544,35000,D-12,3,4,3267,0,2
9546,60000,Green Avenue,3,3,3267,0,2
9547,27000,G-14,3,3,1905,0,1
9549,34000,other,3,3,3267,0,2
9551,50000,G-9,2,2,3267,0,2
9552,45000,G-13,2,2,2722,0,1
9553,35000,B-17,3,3,3021,0,2
9554,16000,Pakistan Town,2,2,1361,0,0
9557,18000,FECHS,3,2,1905,0,1
9559,55000,F-11,2,2,2450,0,1
9562,75000,I-8,3,3,3267,0,2
9563,75000,G-9,3,3,3267,0,2
9565,18000,Ghauri Town,3,2,1361,0,0
9567,45000,G-8,3,4,2722,0,1
9568,60000,DHA Defence,3,3,3267,0,2
9569,38000,G-11,2,2,2178,0,1
9573,60000,I-8,3,3,2722,0,1
9577,60000,E-11,2,2,2178,0,1
9580,22000,H-13,3,2,1905,0,1
9581,22000,Korang Town,2,2,1905,0,1
9582,23000,Korang Town,3,2,1905,0,1
9585,70000,I-8,3,3,3267,0,2
9589,16000,Ghauri Town,3,2,1361,0,0
9594,16000,other,3,2,1089,0,0
9596,35000,G-11,2,2,2178,0,1
9597,22000,D-17,2,2,2178,0,1
9598,22000,Korang Town,2,2,1905,0,1
9599,23000,Korang Town,3,2,1905,0,1
9602,70000,E-11,3,3,3375,0,2
9605,32000,FECHS,4,3,3267,0,2
9606,28000,FECHS,4,3,3267,0,2
9608,45000,G-11,2,2,2531,0,1
9609,29000,G-14,3,3,3267,0,2
9611,28000,PWD Housing Scheme,3,2,2722,0,1
9613,24000,Soan Garden,3,3,2586,0,1
9614,35000,G-11,2,1,2178,0,1
9615,20000,I-10,2,2,1361,0,0
9617,33000,Korang Town,3,3,3539,0,2
9618,20000,I-10,2,2,1361,0,0
9619,57000,DHA Defence,3,3,3267,0,2
9620,34000,G-13,3,2,2178,0,1
9621,65000,I-8,3,3,3865,0,2
9625,26000,D-17,3,3,2450,0,1
9626,50000,G-9,2,2,1796,0,1
9628,20000,I-10,2,2,1361,0,0
9629,34000,I-10,2,3,1905,0,1
9631,24000,I-10,2,2,1633,0,1
9632,30000,Soan Garden,3,2,2178,0,1
9634,140000,other,1,1,3267,0,2
9637,65000,I-8,3,2,3267,0,2
9638,70000,E-11,3,2,3865,0,2
9639,30000,Green Avenue,3,2,1905,0,1
9640,30000,G-14,3,3,2450,0,1
9641,29000,I-10,2,3,1633,0,1
9642,24000,I-10,2,2,1633,0,1
9644,35000,PWD Housing Scheme,3,3,3865,0,2
9645,42000,G-9,2,3,1633,0,1
9647,25000,G-13,2,2,1197,0,0
9650,17000,Soan Garden,2,2,1633,0,1
9651,17000,Soan Garden,2,2,1905,0,1
9652,22000,Ghauri Town,2,2,1361,0,0
9654,35000,other,2,2,2722,0,1
9655,22000,PWD Housing Scheme,2,2,2722,0,1
9656,35000,Bani Gala,3,3,2722,0,1
9657,25000,Margalla Town,3,4,1361,0,0
9662,27000,PWD Housing Scheme,3,4,3267,0,2
9663,55000,F-11,3,3,3620,0,2
9664,45000,Bahria Town,2,2,2722,0,1
9665,20000,I-14,3,3,1361,0,0
9666,35000,Bani Gala,3,2,3267,0,2
9667,20000,H-13,3,2,1361,0,0
9668,28000,I-14,2,2,2178,0,1
9673,50000,E-11,3,2,2722,0,1
9674,65000,I-8,3,3,3267,0,2
9676,38000,G-13,2,2,2178,0,1
9677,25000,G-13,1,1,2178,0,1
9679,22000,Korang Town,2,2,1905,0,1
9680,23000,Korang Town,2,2,1905,0,1
9683,15000,Chatha Bakhtawar,2,2,1361,0,0
9686,40000,D-12,3,2,2722,0,1
9687,47000,G-11,2,2,2178,0,1
9691,57000,DHA Defence,3,3,3267,0,2
9693,50000,G-13,4,3,2722,0,1
9695,20000,Ghauri Town,3,2,1905,0,1
9697,31000,Pakistan Town,3,3,2994,0,2
9698,55000,G-9,2,3,1361,0,0
9702,16000,Ghauri Town,2,2,1361,0,0
9703,45000,I-8,3,3,3375,0,2
9705,38000,G-11,3,2,2178,0,1
9706,80000,I-8,3,3,3267,0,2
9709,48000,G-13,3,3,2722,0,1
9711,30000,G-11,2,2,1361,0,0
9713,27000,G-15,2,2,2178,0,1
9714,26000,G-15,2,2,2178,0,1
9717,40000,other,3,3,2722,0,1
9719,55000,I-8,3,3,3865,0,2
9720,65000,I-8,3,3,3811,0,2
9721,30000,G-8,1,1,1361,0,0
9722,65000,G-10,3,3,3865,0,2
9726,50000,E-11,2,2,2722,0,1
9729,28000,G-15,2,2,2178,0,1
9730,75000,E-11,2,2,2178,0,1
9733,38000,G-13,3,2,2178,0,1
9734,18000,other,3,3,1361,0,0
9735,38000,G-13,3,2,2178,0,1
9743,22000,PWD Housing Scheme,3,2,1633,0,1
9745,38000,DHA Defence,1,2,2722,0,1
9746,23000,Green Avenue,2,2,1361,0,0
9747,20000,other,2,2,1361,0,0
9748,30000,other,3,4,1905,0,1
9750,37000,G-13,2,2,1905,0,1
9751,43000,G-11,2,2,2178,0,1
9755,18000,Bani Gala,3,2,1905,0,1
9756,50000,F-11,2,2,2531,0,1
9757,31000,G-11,2,2,1361,0,0
9759,18000,Ghauri Town,2,2,1361,0,0
9761,48000,I-8,4,3,2722,0,1
9763,20000,Soan Garden,2,2,1633,0,1
9775,60000,I-8,3,3,3267,0,2
9776,32000,Bani Gala,2,2,2722,0,1
9777,60000,I-8,3,3,3865,0,2
9778,70000,G-11,3,3,3267,0,2
9780,60000,I-8,3,3,3267,0,2
9781,24000,G-13,2,2,1089,0,0
9782,23000,FECHS,3,2,1905,0,1
9783,11000,other,2,2,1089,0,0
9784,65000,G-11,3,3,3267,0,2
9789,30000,Soan Garden,3,3,2722,0,1
9790,28000,Soan Garden,2,2,2722,0,1
9791,35000,G-13,2,2,3267,0,2
9792,40000,DHA Defence,1,2,2722,0,1
9793,36000,G-13,3,2,2178,0,1
9794,46000,other,3,3,3267,0,2
9795,40000,G-8,2,3,2722,0,1
9796,35000,I-10,2,2,1633,0,1
9797,33000,Pakistan Town,3,3,2722,0,1
9798,37000,E-11,2,2,2722,0,1
9799,65000,G-11,3,3,3811,0,2
9801,20000,I-10,1,2,816,0,0
9803,22000,other,1,2,544,0,0
9805,28000,Soan Garden,3,3,2722,0,1
9808,17000,Chatha Bakhtawar,3,3,1361,0,0
9812,40000,G-15,3,3,3267,0,2
9813,27000,G-15,3,3,1905,0,1
9814,26000,G-15,2,2,1905,0,1
9816,18000,Chatha Bakhtawar,5,2,1361,0,0
9818,25000,I-10,2,3,1361,0,0
9821,70000,I-8,3,3,3865,0,2
9822,24000,other,3,3,1905,0,1
9823,70000,E-11,2,2,3539,0,2
9824,62000,G-11,3,3,3865,0,2
9826,60000,E-11,5,4,2722,0,1
9827,20000,FECHS,2,2,1905,0,1
9831,25000,G-13,2,2,1334,0,0
9834,15000,H-13,3,2,1361,0,0
9835,24000,Green Avenue,3,2,1361,0,0
9836,55000,E-11,3,3,3267,0,2
9839,27000,PWD Housing Scheme,2,2,2722,0,1
9845,45000,Bahria Town,3,3,2722,0,1
9846,39000,PWD Housing Scheme,3,3,3865,0,2
9852,20000,FECHS,3,3,1905,0,1
9854,65000,I-8,3,3,3267,0,2
9860,25000,G-15,2,2,2178,0,1
9861,35000,G-15,3,3,3865,0,2
9863,30000,PWD Housing Scheme,3,3,3267,0,2
9864,24000,PWD Housing Scheme,2,2,2722,0,1
9865,16000,PWD Housing Scheme,2,2,1361,0,0
9867,40000,E-11,2,2,2722,0,1
9868,35000,G-11,2,2,1361,0,0
9869,32000,G-13,3,3,1089,0,0
9870,58000,G-13,3,3,3865,0,2
9872,18000,Ghauri Town,3,2,1361,0,0
9874,35000,G-11,3,3,1361,0,0
9878,40000,E-11,2,2,2722,0,1
9879,35000,Margalla Town,3,3,2178,0,1
9880,65000,E-11,4,3,2722,0,1
9884,32000,G-11,1,2,1361,0,0
9887,35000,Bani Gala,4,4,2722,0,1
9888,30000,I-10,2,2,1361,0,0
9889,35000,I-10,2,2,1361,0,0
9894,22000,Soan Garden,3,2,2178,0,1
9895,36000,G-13,3,2,2178,0,1
9896,25000,Korang Town,3,3,2722,0,1
9897,26000,H-13,3,4,2178,0,1
9899,55000,G-13,3,3,3811,0,2
9902,28000,G-11,3,3,1089,0,0
9903,36000,G-13,3,2,2178,0,1
9905,28000,I-10,2,2,1633,0,1
9906,40000,DHA Defence,1,2,2722,0,1
9907,17500,Pakistan Town,3,2,1361,0,0
9908,34000,E-11,3,2,2178,0,1
9909,48000,E-11,2,2,2722,0,1
9918,32000,G-11,2,2,1361,0,0
9920,32000,other,3,3,3811,0,2
9921,38000,G-13,2,2,2178,0,1
9922,23000,F-17,3,2,2178,0,1
9928,36000,G-13,3,2,2178,0,1
9932,25000,National Police Foundation O-9,3,2,2722,0,1
9933,20000,Ghauri Town,3,2,1361,0,0
9934,34000,DHA Defence,2,2,2722,0,1
9935,38000,DHA Defence,2,2,2722,0,1
9941,35000,G-13,3,2,2178,0,1
9942,37000,G-11,1,2,1824,0,1
9945,22000,Ghauri Town,2,2,1361,0,0
9946,23000,G-6,1,1,1361,0,0
9947,27000,G-11,2,2,1089,0,0
9948,20000,H-13,3,3,1905,0,1
9951,38000,G-13,3,3,3267,0,2
9952,23000,Ghauri Town,2,2,1633,0,1
9954,37000,DHA Defence,3,2,2668,0,1
9956,75000,I-8,3,3,3539,0,2
9958,31000,Shehzad Town,3,2,2178,0,1
9959,30000,Shehzad Town,3,2,2178,0,1
9960,22000,PWD Housing Scheme,3,3,1361,0,0
9961,35000,G-11,2,2,1633,0,1
9962,40000,G-11,2,2,1905,0,1
9963,25000,I-10,2,2,1197,0,0
9964,60000,I-8,3,3,3375,0,2
9966,30000,I-10,2,2,1633,0,1
9970,75000,I-8,3,3,3811,0,2
9971,60000,I-8,3,3,3811,0,2
9973,50000,E-11,3,2,2722,0,1
9975,30000,G-15,2,2,1905,0,1
9977,30000,G-15,2,2,1905,0,1
9978,34000,Bahria Town,3,2,2722,0,1
9979,25000,Soan Garden,2,2,1633,0,1
9980,30000,G-10,1,2,1824,0,1
9982,75000,E-11,3,3,3865,0,2
9983,65000,I-8,3,3,3865,0,2
9984,40000,G-11,2,2,2178,0,1
9985,70000,G-9,2,3,2722,0,1
9987,40000,G-10,1,1,1633,0,1
9988,25000,G-13,2,2,1197,0,0
9989,20000,Ghauri Town,3,2,1361,0,0
9990,56000,I-8,3,3,3865,0,2
9991,59000,F-11,2,2,2722,0,1
9994,27000,Pakistan Town,3,3,2722,0,1
10000,60000,I-8,3,3,3811,0,2
10002,35000,G-11,2,2,2178,0,1
10003,30000,other,3,3,2722,0,1
10008,25000,G-13,2,2,1089,0,0
10009,35000,G-11,2,2,2178,0,1
10010,35000,FECHS,3,3,3267,0,2
10013,23000,G-13,2,2,1197,0,0
10017,36000,G-13,2,2,2178,0,1
10018,70000,I-8,3,4,2994,0,2
10019,35000,Korang Town,3,3,3267,0,2
10020,35000,Soan Garden,2,2,2722,0,1
10023,50000,I-8,3,3,3267,0,2
10024,30000,Ghauri Town,3,3,1361,0,0
10025,26000,Soan Garden,3,3,2722,0,1
10026,17000,G-14,1,1,1197,0,0
10027,20000,H-13,3,3,1361,0,0
10028,55000,F-11,2,2,2531,0,1
10030,22000,Soan Garden,2,2,1633,0,1
10031,22000,Soan Garden,2,2,1633,0,1
10032,26000,Soan Garden,3,3,2722,0,1
10033,25000,Soan Garden,2,2,2722,0,1
10036,38000,other,3,2,3267,0,2
10037,30000,I-10,1,1,1633,0,1
10038,45000,I-10,2,2,2531,0,1
10039,46000,G-11,2,2,2178,0,1
10041,43000,G-11,2,2,1905,0,1
10042,26000,G-8,1,2,1361,0,0
10043,35000,G-8,2,2,1633,0,1
10044,43000,E-11,2,2,2722,0,1
10045,65000,Margalla Town,4,4,1633,0,1
10046,35000,I-10,2,2,1361,0,0
10047,30000,I-10,2,2,1361,0,0
10049,23000,other,2,2,1361,0,0
10050,18000,Ghauri Town,2,2,1361,0,0
10051,35000,I-10,2,2,2450,0,1
10052,25000,Bani Gala,3,2,2178,0,1
10053,28000,G-11,2,2,1197,0,0
10054,50000,G-11,5,5,3865,0,2
10055,26500,G-11,2,2,1197,0,0
10056,45000,Bahria Town,2,2,2722,0,1
10059,27000,G-11,2,2,1197,0,0
10060,30000,G-11,2,2,1197,0,0
10061,28000,G-11,2,2,1197,0,0
10065,55000,G-10,3,3,3811,0,2
10066,35000,Margalla Town,2,2,2178,0,1
10067,27000,Bhara kahu,2,3,2722,0,1
10068,35000,I-10,2,2,2450,0,1
10069,100000,I-8,2,2,3811,0,2
10070,45000,G-10,2,2,1905,0,1
10075,41000,G-11,2,2,2178,0,1
10076,75000,I-8,3,3,3267,0,2
10077,45000,I-8,3,3,3267,0,2
10078,26000,G-13,2,2,1197,0,0
10079,26000,G-13,2,2,1089,0,0
10080,27000,D-12,2,2,1089,0,0
10082,40000,G-11,2,2,2722,0,1
10083,52000,G-13,2,2,3267,0,2
10084,35000,DHA Defence,3,3,2722,0,1
10086,60000,I-8,2,3,2722,0,1
10087,26000,PWD Housing Scheme,3,2,2722,0,1
10090,20000,FECHS,2,2,1905,0,1
10091,28000,Shehzad Town,2,2,2178,0,1
10092,36000,G-11,2,2,1361,0,0
10093,34000,G-11,2,2,1361,0,0
10095,45000,G-11,2,2,2722,0,1
10098,27000,G-15,2,3,2178,0,1
10099,30000,G-11,2,2,1361,0,0
10102,28000,G-6,2,2,1089,0,0
10104,25000,PWD Housing Scheme,2,2,2722,0,1
10105,22000,G-11,1,2,980,0,0
10106,50000,G-11,3,3,2178,0,1
10107,26000,PWD Housing Scheme,2,2,2722,0,1
10108,65000,I-8,3,3,3267,0,2
10109,26000,PWD Housing Scheme,2,2,2722,0,1
10110,50000,G-11,3,3,2178,0,1
10111,25000,other,3,2,1361,0,0
10113,22000,Soan Garden,2,2,1633,0,1
10114,26000,Soan Garden,3,3,2722,0,1
10115,27000,Soan Garden,3,3,2722,0,1
10118,25000,other,3,2,1361,0,0
10120,28000,Bhara kahu,3,2,1361,0,0
10121,30000,Shehzad Town,3,2,2178,0,1
10126,35000,Bani Gala,3,3,2722,0,1
10127,25000,Korang Town,2,2,1905,0,1
10130,26000,CBR Town,2,2,2178,0,1
10131,40000,G-11,2,2,2178,0,1
10134,35000,I-10,2,2,1361,0,0
10135,45000,I-10,2,2,1905,0,1
10137,45000,I-10,2,2,2178,0,1
10141,58000,F-11,2,2,2722,0,1
10143,75000,G-9,3,3,3267,0,2
10145,80000,I-8,4,3,3375,0,2
10148,45000,E-11,2,2,1633,0,1
10150,22000,G-11,1,2,980,0,0
10151,10000,other,2,1,1361,0,0
10152,27000,G-15,3,2,1905,0,1
10153,30000,Soan Garden,3,3,3865,0,2
10154,75000,I-8,3,3,2994,0,2
10158,18000,other,2,2,1361,0,0
10159,27500,PWD Housing Scheme,3,2,2722,0,1
10161,63000,I-8,3,3,3811,0,2
10162,25000,G-15,2,2,2178,0,1
10163,25000,G-15,2,2,2178,0,1
10164,35000,G-15,3,3,3865,0,2
10165,35000,G-15,3,3,3865,0,2
10166,45000,G-11,3,2,2178,0,1
10169,55000,F-11,2,2,1633,0,1
10172,65000,I-8,3,3,3811,0,2
10177,35000,Soan Garden,3,3,2722,0,1
10178,22000,Soan Garden,2,2,1633,0,1
10179,26000,Soan Garden,3,3,2722,0,1
10180,26000,Soan Garden,3,3,2722,0,1
10182,32000,E-11,3,3,1633,0,1
10189,40000,G-11,2,2,2178,0,1
10190,60000,I-8,3,3,3865,0,2
10191,75000,I-8,3,3,3865,0,2
10194,28000,G-11,2,2,1361,0,0
10196,25000,G-11,1,1,1089,0,0
10197,38000,G-13,3,2,2178,0,1
10199,32000,Chatha Bakhtawar,3,3,3267,0,2
10200,21000,Chatha Bakhtawar,3,3,1905,0,1
10201,22000,Chatha Bakhtawar,2,2,1361,0,0
10205,25000,G-15,2,2,2178,0,1
10206,40000,G-11,2,2,2722,0,1
10215,40000,G-11,2,2,2178,0,1
10218,26000,PWD Housing Scheme,3,2,2722,0,1
10219,26000,PWD Housing Scheme,2,2,2722,0,1
10223,25000,CBR Town,3,2,2178,0,1
10229,38000,Bahria Town,3,2,2178,0,1
10231,65000,E-11,3,3,2722,0,1
10232,30000,I-10,2,3,3267,0,2
10233,105000,I-8,4,4,3865,0,2
10234,60000,F-11,2,2,2531,0,1
10235,27000,PWD Housing Scheme,3,2,2722,0,1
10237,18000,H-13,3,2,1361,0,0
10239,55000,E-11,3,3,3811,0,2
10240,40000,G-15,3,3,3267,0,2
10241,25000,G-14,2,2,1361,0,0
10242,65000,I-8,4,3,3865,0,2
10244,25000,G-15,2,2,2178,0,1
10245,35000,G-15,3,3,3865,0,2
10246,35000,G-15,3,3,3865,0,2
10247,27000,G-15,2,2,2178,0,1
10248,28000,G-15,2,2,2178,0,1
10249,32000,other,3,3,3865,0,2
10250,43000,I-10,3,2,1633,0,1
10251,30000,FECHS,3,3,3811,0,2
10252,35000,G-15,3,3,3811,0,2
10253,35000,G-15,3,3,3811,0,2
10254,35000,G-15,3,3,3811,0,2
10255,35000,G-15,3,3,3811,0,2
10256,25000,G-15,2,2,2178,0,1
10257,25000,G-15,2,2,2178,0,1
10258,27000,G-15,2,2,2178,0,1
10259,27000,G-15,2,2,2178,0,1
10260,27000,G-15,2,2,2178,0,1
10261,27000,G-15,2,2,2178,0,1
10262,35000,G-15,3,3,3811,0,2
10263,35000,G-15,3,3,3811,0,2
10264,26000,G-15,2,2,2178,0,1
10269,40000,other,3,3,3267,0,2
10276,26000,PWD Housing Scheme,3,2,2722,0,1
10277,48000,G-11,3,3,2178,0,1
10280,40000,G-11,2,2,1905,0,1
10282,25000,Ghauri Town,3,3,1905,0,1
10284,22000,I-10,2,2,1089,0,0
10285,30000,I-10,2,2,1361,0,0
10286,28000,I-10,2,2,1633,0,1
10287,30000,I-10,2,1,1633,0,1
10292,20000,Ghauri Town,3,2,1633,0,1
10293,25000,B-17,3,3,2423,0,1
10294,45000,Bahria Town,2,2,2722,0,1
10295,45000,Bahria Town,2,2,2722,0,1
10296,65000,I-8,3,3,3811,0,2
10297,24000,G-11,2,2,1089,0,0
10301,30000,Pakistan Town,3,3,2994,0,2
10302,40000,DHA Defence,2,2,3539,0,2
10304,15000,FECHS,3,2,2178,0,1
10307,26000,Margalla Town,2,1,1361,0,0
10308,25000,CBR Town,3,2,2178,0,1
10309,36000,CBR Town,4,3,3865,0,2
10311,23000,G-15,3,3,2178,0,1
10312,23000,G-15,3,3,2178,0,1
10313,50000,G-11,2,2,1905,0,1
10314,22000,FECHS,3,2,1905,0,1
10315,30000,FECHS,4,3,3811,0,2
10316,26000,PWD Housing Scheme,3,2,2722,0,1
10319,19000,Ghauri Town,3,2,1633,0,1
10320,30000,Shehzad Town,3,2,2178,0,1
10321,28000,other,3,2,1361,0,0
10323,45000,E-11,3,2,2722,0,1
10325,28000,Bhara kahu,3,2,1361,0,0
10326,26000,G-13,1,1,1089,0,0
10328,34000,DHA Defence,3,2,2722,0,1
10329,72000,I-8,3,3,3267,0,2
10330,23000,Ghauri Town,3,3,1361,0,0
10331,26000,CBR Town,3,2,1905,0,1
10333,28000,G-15,2,2,1905,0,1
10335,43000,G-11,2,2,2178,0,1
10336,45000,I-10,2,2,2178,0,1
10337,23000,G-15,2,3,1905,0,1
10338,60000,I-8,3,4,3811,0,2
10339,55000,I-8,3,4,3375,0,2
10341,60000,I-8,4,3,3811,0,2
10342,35000,I-10,2,2,1361,0,0
10343,26000,Green Avenue,2,2,1361,0,0
10346,15000,Ghauri Town,2,2,1089,0,0
10348,65000,I-8,3,3,3267,0,2
10349,28000,G-11,2,2,1197,0,0
10350,20000,Pakistan Town,2,2,1361,0,0
10352,22000,PWD Housing Scheme,2,3,1905,0,1
10353,20000,Ghauri Town,3,2,1361,0,0
10354,62000,G-9,3,3,3811,0,2
10355,21000,Ghauri Town,3,2,1633,0,1
10356,45000,Bahria Town,3,2,2722,0,1
10357,45000,Bahria Town,3,2,2722,0,1
10358,17500,Pakistan Town,2,2,1361,0,0
10359,45000,Bahria Town,3,2,2722,0,1
10360,50000,G-11,3,2,3267,0,2
10361,40000,G-10,2,3,2722,0,1
10365,22000,PWD Housing Scheme,3,2,1633,0,1
10366,45000,E-11,3,2,3811,0,2
10367,60000,I-8,3,3,3865,0,2
10368,28000,PWD Housing Scheme,3,2,2531,0,1
10369,75000,I-8,3,3,3865,0,2
10370,75000,I-8,3,3,2994,0,2
10371,23000,Green Avenue,3,2,1361,0,0
